id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
182,Maruti Swift,Maruti,Swift,,,,6,65000,Dealer,Diesel,Manual,28.4,1248,74,5,495000
183,Maruti Ritz,Maruti,Ritz,,,,11,47000,Individual,Petrol,Manual,21.1,1197,85.8,5,220000
184,Maruti S-Cross,Maruti,S-Cross,,,,3,185000,Individual,Diesel,Manual,25.1,1248,88.5,5,800000
185,Hyundai Santa,Hyundai,Santa,,,,7,68000,Dealer,Diesel,Automatic,13.01,2199,194.3,7,1295000
186,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.11-7.48 Lakh*,711000,748000,5,25000,Individual,Petrol,Manual,18.9,1197,82,5,475000
187,Tata Sumo,Tata,Sumo,,,,7,280000,Individual,Diesel,Manual,15.3,2956,83.83,7,380000
188,Maruti S-Cross,Maruti,S-Cross,,,,3,7791,Individual,Diesel,Manual,25.1,1248,88.5,5,900000
189,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.42-12.72 Lakh*,942000,1272000,6,70000,Individual,Petrol,Manual,20.73,1373,91.1,5,530000
190,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.53-7.82 Lakh*,553000,782000,5,9500,Individual,Petrol,Manual,23.84,1199,84,5,530000
191,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.18-15.87 Lakh*,1018000,1587000,6,9100,Individual,Petrol,Manual,17.01,1591,121.3,5,650000
192,Honda Accord,Honda,Accord,,,,11,82000,Dealer,Petrol,Manual,12.8,2354,177.6,5,495000
193,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.24-16.17 Lakh*,1224000,1617000,11,86000,Dealer,Petrol,Manual,17,1497,118,5,335000
194,Audi Q5,Audi,Q5,,,,1,19000,Dealer,Diesel,Automatic,17.01,1968,188,5,4675000
195,Audi A4,Audi,A4,,,,8,78000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1290000
196,Ford Figo,Ford,Figo,,,,10,60000,Individual,Diesel,Manual,20,1399,68,5,300000
197,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,511000,679000,2,7883,Trustmark Dealer,Petrol,Automatic,21.5,1197,81.8,5,550000
198,Maruti Swift Dzire,Maruti,Swift Dzire,,,,8,50205,Trustmark Dealer,Diesel,Manual,23.4,1248,74,5,390000
199,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.93-10.47 Lakh*,893000,1047000,13,220000,Individual,Diesel,Manual,13.6,2523,63,7,260000
200,Tata Tigor,Tata,Tigor,,,,4,58000,Dealer,Diesel,Manual,24.7,1047,69,5,395000
201,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.90-19.43 Lakh*,1490000,1943000,9,170000,Individual,Diesel,Manual,12.05,2179,120,8,550000
202,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.62-9.95 Lakh*,662000,995000,3,15000,Individual,Petrol,Manual,22,1197,81.8,5,650000
203,Maruti Swift,Maruti,Swift,,,,5,71245,Dealer,Diesel,Manual,28.4,1248,74,5,375000
204,Tata Manza,Tata,Manza,,,,9,20000,Individual,Diesel,Manual,21.12,1248,88.8,5,300000
205,Toyota Etios,Toyota,Etios,,,,5,52000,Dealer,Petrol,Manual,16.78,1496,88.73,5,450000
206,Honda Brio,Honda,Brio,,,,6,61000,Individual,Petrol,Manual,19.4,1198,86.8,5,335000
207,Kia Seltos,Kia,Seltos,New Car (On-Road Price) : Rs.11.19-19.20 Lakh*,1119000,1920000,2,7000,Individual,Petrol,Manual,16.1,1353,138,5,1300000
208,Maruti Alto,Maruti,Alto,,,,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,360000
209,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.30-6.65 Lakh*,530000,665000,1,8700,Individual,Petrol,Manual,21.63,998,67.04,5,505000
210,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.47-4.66 Lakh*,347000,466000,2,25000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
211,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,6,42000,Dealer,Petrol,Manual,18.6,1197,81.86,5,545000
212,Mahindra Xylo,Mahindra,Xylo,,,,12,120000,Individual,Diesel,Manual,14,2498,112,7,300000
213,Chevrolet Aveo,Chevrolet,Aveo,,,,12,60000,Individual,Petrol,Manual,14.4,1399,94,5,200000
214,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,905000,1069000,15,120000,Individual,Diesel,Manual,13.6,2523,63,7,150000
215,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.58-10.17 Lakh*,658000,1017000,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,580000
216,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,535000,713000,10,58000,Individual,Petrol,Manual,18.9,998,67.1,5,250000
217,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,1054000,1652000,4,36000,Individual,Petrol,Manual,17.43,1396,105.5,5,650000
218,Maruti SX4,Maruti,SX4,,,,5,80000,Individual,Diesel,Manual,23.65,1248,88.5,5,800000
219,Audi Q3,Audi,Q3,,,,8,71000,Dealer,Diesel,Automatic,15.73,1968,174.33,5,1475000
220,Maruti Ertiga,Maruti,Ertiga,,,,3,30000,Individual,Diesel,Manual,25.47,1248,88.5,7,410000
221,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,1014000,1379000,6,162828,Dealer,Diesel,Manual,22.77,1498,98.59,5,531000
222,Ford Ecosport,Ford,Ecosport,,,,3,7500,Individual,Diesel,Manual,23,1498,98.96,5,890000
223,Tata Safari,Tata,Safari,,,,5,47227,Dealer,Diesel,Manual,14,2179,138.1,7,775000
224,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.15-6.23 Lakh*,615000,623000,3,52000,Dealer,CNG,Manual,33.54,998,67.04,5,435000
225,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.8.96-9.46 Lakh*,896000,946000,9,74000,Dealer,Diesel,Manual,20,1399,68.05,5,185000
226,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,905000,1069000,10,47000,Dealer,Diesel,Manual,15.96,2523,62.1,7,440000
227,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.63-12.66 Lakh*,763000,1266000,6,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
228,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.93-10.63 Lakh*,693000,1063000,4,100000,Individual,Petrol,Manual,21.4,1197,83.1,5,600000
229,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.12-6.48 Lakh*,512000,648000,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,320000
230,Hyundai i20,Hyundai,i20,,,,5,50000,Individual,Diesel,Manual,21.19,1396,88.73,5,700000
231,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.6.85-8.45 Lakh*,685000,845000,3,10000,Individual,Petrol,Manual,18.16,1196,86.8,5,630000
232,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,347000,465000,5,10370,Individual,Petrol,Manual,22.74,796,47.3,5,320000
233,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,8,62000,Dealer,Petrol,Manual,16.8,1497,116.3,5,465000
234,Tata Manza,Tata,Manza,,,,10,70000,Individual,Diesel,Manual,21.12,1248,88.8,5,275000
235,Nissan Sunny,Nissan,Sunny,,,,8,250000,Individual,Diesel,Manual,21.64,1461,84.8,5,370000
236,Hyundai i20,Hyundai,i20,,,,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
237,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.29-9.14 Lakh*,629000,914000,4,60000,Individual,Petrol,Manual,22,1197,81.8,5,445000
238,Tata Safari,Tata,Safari,,,,8,67231,Dealer,Diesel,Manual,14,2179,138.1,7,705000
239,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,597000,604000,8,64000,Dealer,CNG,Manual,33.54,998,67.04,5,270000
240,Nissan Micra,Nissan,Micra,,,,9,142587,Dealer,Diesel,Manual,23.08,1461,63.1,5,420000
241,Honda City,Honda,City,,,,7,63000,Dealer,Diesel,Manual,26,1498,98.6,5,475000
242,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.38.86-44.64 Lakh*,3886000,4464000,6,80000,Individual,Diesel,Manual,12.55,2982,168.5,7,1755000
243,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,10,55000,Dealer,Petrol,Manual,16.9,1497,100,5,350000
244,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,5,11000,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000
245,Toyota Etios,Toyota,Etios,,,,5,66000,Dealer,Diesel,Manual,23.59,1364,67.06,5,466000
246,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,381000,629000,4,17000,Individual,Petrol,Manual,23.01,999,67,5,360000
247,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,347000,465000,4,25000,Individual,Petrol,Manual,24.7,796,47.3,5,275000
248,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.4.71-7.74 Lakh*,471000,774000,5,33350,Individual,Petrol,Manual,19.44,1198,67,7,320000
249,Maruti Omni,Maruti,Omni,,,,21,45000,Individual,Petrol,Manual,14,796,35,5,95000
250,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,648000,657000,6,62000,Dealer,Petrol,Manual,18.9,1197,82,5,370000
251,Honda Brio,Honda,Brio,,,,8,30000,Individual,Petrol,Manual,19.4,1198,86.8,5,250000
252,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.62-9.95 Lakh*,662000,995000,12,59000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000
253,Mercedes-Benz GLA,Mercedes-Benz,GLA,,,,6,20000,Dealer,Petrol,Automatic,12.33,1991,375.48,5,1950000
254,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,7,86113,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000
255,Toyota Corolla,Toyota,Corolla,,,,5,45000,Dealer,Diesel,Manual,21.43,1364,87.2,5,1325000
256,Maruti Swift Dzire,Maruti,Swift Dzire,,,,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
257,Nissan Micra,Nissan,Micra,,,,10,70000,Dealer,Petrol,Manual,18.06,1198,75,5,290000
258,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,535000,713000,6,92537,Individual,Petrol,Manual,20.51,998,67.04,5,272000
259,Maruti Ciaz,Maruti,Ciaz,,,,2,27645,Dealer,Diesel,Manual,28.09,1248,88.5,5,951000
260,Maruti Alto,Maruti,Alto,,,,8,46242,Individual,Petrol,Manual,20.92,998,67.1,5,280000
261,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.13-17.45 Lakh*,1313000,1745000,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,545000
262,Renault KWID,Renault,KWID,,,,1,6000,Individual,Petrol,Manual,22.3,799,53.26,5,450000
263,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,770000,1278000,4,64000,Dealer,Petrol,Manual,18.6,1197,81.83,5,480000
264,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.21-19.61 Lakh*,1521000,1961000,4,93000,Dealer,Diesel,Manual,15.4,1997,120,7,1060000
265,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.47-4.66 Lakh*,347000,466000,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
266,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.75-10.35 Lakh*,675000,1035000,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,590000
267,Mahindra TUV,Mahindra,TUV,,,,4,80000,Individual,Diesel,Manual,18.49,1493,100,7,750000
268,Mahindra TUV,Mahindra,TUV,,,,5,70000,Individual,Diesel,Manual,18.49,1493,100,7,450000
269,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,3997000,4624000,3,50000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
270,Hyundai Santro,Hyundai,Santro,,,,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000
271,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,1550000,2009000,14,110000,Individual,Diesel,Manual,13.5,2179,115,5,280000
272,Audi A4,Audi,A4,New Car (On-Road Price) : Rs.48.80-53.76 Lakh*,4880000,5376000,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000
273,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,1280000,1701000,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000
274,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,648000,657000,6,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000
275,Maruti Swift Dzire,Maruti,Swift Dzire,,,,6,40000,Individual,Diesel,Manual,26.59,1248,74,5,530000
276,Mahindra Thar,Mahindra,Thar,New Car (On-Road Price) : Rs.14.12-16.20 Lakh*,1412000,1620000,3,25000,Individual,Diesel,Manual,16.55,2498,105,6,870000
277,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,343000,578000,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
278,Tata Tiago,Tata,Tiago,,,,4,53000,Individual,Diesel,Manual,27.28,1047,69,5,370000
279,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.35-9.30 Lakh*,635000,930000,3,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,530000
280,Hyundai Xcent,Hyundai,Xcent,,,,7,41217,Individual,Diesel,Manual,24.4,1120,71,5,600000
281,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.62-6.09 Lakh*,362000,609000,4,35000,Individual,Petrol,Automatic,24.04,999,67,5,350000
282,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.05-13.48 Lakh*,1005000,1348000,8,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,470000
283,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.62-10.01 Lakh*,962000,1001000,6,42000,Individual,Diesel,Manual,25.83,1498,99,5,390000
284,Ambassador Avigo,Ambassador,Avigo,,,,16,120000,Individual,Diesel,Manual,13.2,1995,56,5,116000
285,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,1510000,1992000,6,80000,Individual,Diesel,Manual,15.4,2179,120,7,920000
286,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,1654000,2328000,8,60000,Individual,Diesel,Manual,15.1,2179,140,7,550000
287,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,1309000,1829000,7,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,635000
288,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,1654000,2328000,4,50000,Dealer,Diesel,Automatic,16,2179,140,7,1250000
289,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,347000,465000,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
290,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,1280000,1701000,3,12000,Individual,Petrol,Automatic,18,1497,117.6,5,960000
291,Maruti Vitara,Maruti,Vitara,,,,3,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
292,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,694000,1119000,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,249000
293,Tata Hexa,Tata,Hexa,New Car (On-Road Price) : Rs.14.10 Lakh*,1410000,1410000,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
294,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.8.84-9.53 Lakh*,884000,953000,10,160800,Individual,Diesel,Manual,20,1399,68,5,250000
295,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,1284000,1809000,7,120000,Individual,Diesel,Manual,22.32,1582,126.32,5,610000
296,Maruti Zen,Maruti,Zen,,,,11,62821,Dealer,Petrol,Manual,18.2,998,67.1,5,165000
297,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,1014000,1379000,5,78247,Dealer,Diesel,Manual,21.7,1498,98.96,5,545000
298,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.11.32-15.88 Lakh*,1132000,1588000,8,113000,Individual,Diesel,Manual,22.32,1582,126.3,5,480000
299,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,7,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,395000
300,Toyota Innova,Toyota,Innova,,,,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7,495000
301,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.81-7.16 Lakh*,681000,716000,4,90000,Individual,Petrol,Manual,18.9,1197,82,5,470000
302,Tata Indica,Tata,Indica,,,,10,35000,Individual,Petrol,Manual,16.84,1193,64.4,5,200000
303,Skoda Laura,Skoda,Laura,,,,11,90000,Individual,Diesel,Manual,17,1896,105,5,280000
304,Chevrolet Aveo,Chevrolet,Aveo,,,,13,62001,Dealer,Petrol,Manual,14.4,1399,94,5,149000
305,Volkswagen Polo,Volkswagen,Polo,,,,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000
306,Hyundai i20,Hyundai,i20,,,,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000
307,Toyota Corolla,Toyota,Corolla,,,,11,57000,Dealer,Petrol,Manual,14.28,1798,138.03,5,315000
308,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.36-7.12 Lakh*,536000,712000,7,21717,Individual,Petrol,Manual,20.51,998,67.04,5,340000
309,Renault Duster,Renault,Duster,,,,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000
310,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.13-17.45 Lakh*,1313000,1745000,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000
311,Renault Duster,Renault,Duster,,,,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000
312,Fiat Avventura,Fiat,Avventura,,,,4,90000,Individual,Diesel,Manual,20.5,1248,91.72,5,478000
313,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.35-9.27 Lakh*,635000,927000,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000
314,Land Rover Rover,Land Rover,Rover,New Car (On-Road Price) : Rs.70.25-74.15 Lakh*,7025000,7415000,5,56000,Dealer,Petrol,Automatic,12.63,1999,177,5,2890000
315,Hyundai i10,Hyundai,i10,,,,13,57215,Individual,Petrol,Manual,20.36,1197,78.9,5,160000
316,Hyundai Venue,Hyundai,Venue,New Car (On-Road Price) : Rs.8.06-13.75 Lakh*,806000,1375000,2,5400,Dealer,Petrol,Manual,18.27,998,118.35,5,985000
317,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,60000,Individual,Diesel,Manual,23.4,1248,74,5,500000
318,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.63-7.89 Lakh*,563000,789000,4,24800,Individual,Petrol,Manual,23.84,1199,84,5,335000
319,Maruti Alto,Maruti,Alto,,,,16,70000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
320,Honda BRV,Honda,BRV,,,,5,59450,Dealer,Diesel,Manual,21.9,1498,98.6,7,950000
321,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.51-10.96 Lakh*,851000,1096000,3,20000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,740000
322,Tata Indica,Tata,Indica,,,,11,90000,Individual,Diesel,Manual,17,1405,71,5,200000
323,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,604000,898000,8,34553,Dealer,Petrol,Manual,22,1197,81.8,5,375000
324,Maruti Vitara,Maruti,Vitara,,,,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
325,Volkswagen Polo,Volkswagen,Polo,,,,11,350000,Individual,Petrol,Manual,16.47,1198,73.9,5,173000
326,Maruti Vitara,Maruti,Vitara,,,,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
327,Mahindra KUV,Mahindra,KUV,,,,5,70000,Individual,Diesel,Manual,25.32,1198,77,6,310000
328,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,1510000,1992000,4,120000,Individual,Diesel,Manual,15.4,1997,120,7,850000
329,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.60-12.74 Lakh*,960000,1274000,8,90000,Individual,Diesel,Manual,22.54,1396,88.76,5,285000
330,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,120000,Individual,Diesel,Manual,23.4,1248,74,5,450000
331,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.32-20.80 Lakh*,1232000,2080000,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
332,Mahindra Xylo,Mahindra,Xylo,,,,10,155000,Individual,Diesel,Manual,14,2498,112,7,350000
333,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.79-19.20 Lakh*,1479000,1920000,4,30000,Individual,Diesel,Manual,15.4,1997,120,7,1080000
334,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.00-16.49 Lakh*,1400000,1649000,7,66100,Dealer,Diesel,Manual,26,1498,98.6,5,530000
335,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,680000
336,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,1510000,1992000,4,42000,Dealer,Diesel,Manual,15.4,1997,120,7,1025000
337,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.97-13.46 Lakh*,797000,1346000,4,55000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
338,Hyundai i10,Hyundai,i10,,,,9,110699,Dealer,Petrol,Manual,20.36,1197,78.9,5,194000
339,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.81-10.54 Lakh*,681000,1054000,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
340,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.32-4.49 Lakh*,332000,449000,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
341,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,653000,995000,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000
342,Maruti Vitara,Maruti,Vitara,,,,3,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,730000
343,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,1054000,1652000,5,55000,Dealer,Petrol,Manual,17.01,1591,121.3,5,650000
344,Maruti Vitara,Maruti,Vitara,,,,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000
345,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.93-10.63 Lakh*,693000,1063000,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000
346,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.9.53-14.63 Lakh*,953000,1463000,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,510000
347,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.63-5.09 Lakh*,463000,509000,8,20000,Individual,Petrol,Manual,15.37,1196,73,5,375000
348,Nissan Terrano,Nissan,Terrano,,,,6,69000,Dealer,Diesel,Manual,19.01,1461,108.5,5,525000
349,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,674000,1004000,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000
350,Tata Indigo,Tata,Indigo,,,,7,20000,Individual,Diesel,Manual,19.09,1405,69.01,5,270000
351,Ford Endeavour,Ford,Endeavour,New Car (On-Road Price) : Rs.35.00-41.93 Lakh*,3500000,4193000,10,30000,Individual,Diesel,Automatic,11.4,2953,153.86,7,950000
352,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,1990000,2990000,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
353,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.24-16.17 Lakh*,1224000,1617000,5,40000,Individual,Petrol,Automatic,18,1497,117.3,5,845000
354,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,61500,Dealer,Diesel,Manual,23.4,1248,74,5,390000
355,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,704000,990000,6,59000,Dealer,Petrol,Manual,18,1198,86.7,5,395000
356,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.99-7.35 Lakh*,699000,735000,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
357,Audi A6,Audi,A6,,,,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1700000
358,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,648000,657000,8,61000,Dealer,Petrol,Manual,18.9,1197,82,5,325000
359,Mahindra KUV,Mahindra,KUV,,,,5,70000,Individual,Diesel,Manual,25.32,1198,77,6,350000
360,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,1654000,2328000,8,63000,Dealer,Diesel,Manual,15.1,2179,140,7,650000
361,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.72.29-1.72 Cr*,722900000,17200000,9,58000,Dealer,Petrol,Manual,12.3,1796,185,5,1250000
362,Maruti Zen,Maruti,Zen,,,,8,40000,Individual,Petrol,Manual,19,998,67.1,5,220000
363,Mahindra Quanto,Mahindra,Quanto,,,,6,49000,Individual,Diesel,Manual,17.21,1493,100,7,350000
364,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
