host_response_rate,host_identity_verified,host_total_listings_count,city,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
100,1,1,2,1,0,0,8,2.0,4.0,6.0,4,1375,42900,3,35,91.0,0,2,0.95,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2662,25000,2,42,92.0,0,1,1.12,1
94,1,5,2,1,8,1,2,2.0,1.0,1.0,4,2532,7300,1,129,87.0,1,1,3.17,1
94,1,5,2,1,8,1,2,1.5,1.0,2.0,4,483,6500,1,120,89.0,1,1,2.98,1
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2556,21000,2,41,94.0,0,1,1.25,1
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,596,9100,2,179,96.0,0,1,4.73,1
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,2031,18600,3,0,100.0,0,3,1.0,0
94,1,5,2,1,8,1,2,2.0,1.0,1.0,4,1520,6000,1,50,90.0,1,1,1.38,0
100,0,12,2,1,0,0,4,1.0,1.0,2.0,4,1136,21900,3,24,98.0,0,2,0.64,0
100,1,4,2,1,0,1,2,1.0,1.0,1.0,4,1767,6000,1,280,96.0,1,0,7.07,1
100,1,4,2,1,8,1,2,1.0,1.0,1.0,4,1885,9500,1,237,86.0,0,2,5.88,1
93,0,1,2,1,8,1,3,1.0,1.0,1.0,4,2829,14900,1,36,90.0,0,1,0.89,1
100,1,4,2,1,8,1,2,1.0,1.0,1.0,4,1883,9500,1,226,89.0,0,2,5.62,1
90,0,3,2,1,8,1,4,1.5,1.0,4.0,4,106,6000,1,163,93.0,1,1,4.1,0
100,1,3,2,1,0,2,1,1.0,1.0,1.0,0,1965,7500,1,29,90.0,0,2,0.72,1
100,1,5,2,1,8,1,3,1.0,1.0,2.0,4,1461,9300,3,97,95.0,0,1,3.25,1
100,1,1,7,1,8,1,2,1.0,1.0,2.0,4,90,9900,1,108,97.0,0,1,2.92,0
100,0,2,21,1,1,1,2,1.0,1.0,2.0,4,3056,7500,1,23,90.0,0,2,0.59,0
100,0,1,2,1,0,0,1,1.0,0.0,1.0,4,2648,18500,5,6,97.0,0,0,0.23,0
98,1,24,2,1,0,0,6,1.0,2.0,2.0,4,2424,27500,2,49,89.0,0,2,1.25,1
100,1,4,2,1,8,1,2,1.0,1.0,1.0,4,1884,7700,1,226,86.0,0,2,5.64,1
100,1,4,2,1,8,1,2,1.0,1.0,1.0,2,1886,9500,1,215,86.0,0,2,5.35,1
100,1,2,2,1,0,1,1,1.0,1.0,1.0,4,263,4500,2,85,95.0,0,1,4.81,1
100,1,2,2,1,0,1,3,1.0,1.0,2.0,4,263,7000,2,92,95.0,0,1,5.19,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1263,15000,7,19,93.0,0,0,0.5,0
100,0,1,2,1,4,0,6,1.0,1.0,3.0,2,577,16300,1,16,89.0,0,1,0.4,0
100,1,1,2,1,9,0,4,1.0,2.0,4.0,4,231,22000,3,17,96.0,0,1,0.59,0
98,1,24,2,1,0,0,4,1.0,1.0,2.0,4,2922,16700,2,63,88.0,0,2,1.61,1
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,1869,14500,2,34,87.0,0,2,0.96,1
100,1,1,2,1,0,1,2,1.5,1.0,1.0,4,3006,6500,3,60,96.0,0,1,1.53,0
100,1,2,2,1,0,0,3,2.0,2.0,2.0,4,1706,45000,7,1,100.0,0,2,0.08,0
100,0,11,2,1,0,0,5,1.0,1.0,4.0,4,1655,10900,1,43,89.0,1,2,1.33,0
100,1,1,15,1,8,0,4,2.0,2.0,2.0,4,2751,17800,7,2,100.0,0,0,0.12,0
100,1,4,11,1,8,1,1,1.0,1.0,1.0,4,1763,10000,1,39,96.0,0,2,1.01,0
89,1,558,2,1,0,0,4,1.0,2.0,2.0,4,914,38900,2,9,96.0,0,3,0.25,0
94,1,18,2,1,0,0,2,1.0,1.0,1.0,4,1992,15200,1,76,79.0,0,1,1.93,1
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1339,13500,2,0,100.0,0,0,1.0,0
100,0,12,2,1,0,0,4,1.0,1.0,2.0,4,1797,21900,3,17,98.0,0,2,0.48,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,550,9900,3,78,97.0,0,1,2.0,1
40,1,1,2,1,0,1,2,1.0,1.0,1.0,4,296,3900,1,3,100.0,1,0,0.36,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,2890,16500,3,12,97.0,0,1,2.63,0
100,0,6,2,1,0,0,2,1.0,1.0,1.0,4,1240,16000,32,15,89.0,0,2,0.4,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2600,17000,3,5,84.0,0,2,0.13,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,2,1449,6900,3,13,100.0,0,2,1.17,0
75,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1696,42500,2,19,87.0,0,2,0.53,0
100,1,7,12,1,8,1,3,1.0,1.0,1.0,4,616,7600,1,194,96.0,1,0,5.07,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2112,17400,1,75,98.0,0,1,1.96,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2658,14700,3,132,94.0,0,2,3.45,1
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1921,25900,2,2,60.0,0,3,0.08,1
100,1,7,12,1,8,1,1,1.0,1.0,1.0,4,605,4700,1,108,98.0,1,0,2.82,1
100,1,2,2,0,0,1,1,1.0,1.0,1.0,4,124,11000,3,9,91.0,0,2,0.27,0
90,1,3,2,1,4,1,1,1.0,1.0,1.0,4,860,10000,7,8,90.0,0,2,0.34,0
100,1,2,2,1,0,0,2,1.0,1.0,1.0,4,1567,17500,3,41,91.0,0,2,1.56,0
98,1,24,2,1,0,0,6,1.0,2.0,3.0,4,2244,26500,2,52,84.0,0,2,1.45,1
100,1,1,2,1,4,1,2,1.0,1.0,1.0,4,1087,6500,2,3,93.0,0,0,1.91,0
89,1,558,2,1,0,0,4,2.0,2.0,2.0,4,1040,29900,4,3,93.0,0,3,0.09,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,3034,16000,4,9,98.0,0,2,0.31,0
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1042,20900,2,6,87.0,0,3,0.17,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,1079,12500,1,70,92.0,0,2,1.93,0
92,1,5,2,1,0,1,1,1.0,1.0,1.0,4,261,7500,4,23,93.0,0,2,0.64,1
92,1,5,2,1,0,1,1,1.0,1.0,1.0,4,270,8500,3,25,97.0,0,2,0.76,0
100,1,11,12,1,8,1,2,1.0,1.0,1.0,4,134,5000,2,111,87.0,1,1,2.97,1
100,1,1,2,1,8,1,2,1.5,1.0,1.0,4,590,5500,1,71,95.0,0,1,1.92,1
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1957,25500,2,4,100.0,0,3,0.11,0
92,1,5,2,1,0,1,2,0.0,1.0,1.0,4,260,9000,2,12,100.0,0,2,0.32,0
100,1,1,2,1,0,0,4,2.0,2.0,2.0,4,1701,32000,3,6,100.0,0,2,0.17,0
100,1,3,2,1,8,1,6,2.5,1.0,3.0,4,918,35000,2,12,86.0,0,2,0.33,0
100,1,3,2,1,4,1,5,1.0,1.0,5.0,4,2605,16000,3,13,83.0,0,1,0.35,0
100,0,11,2,1,0,0,2,1.0,1.0,1.0,4,1655,9900,1,73,91.0,1,2,1.97,1
100,1,1,2,1,0,0,2,1.0,0.0,1.0,3,1993,8000,1,62,96.0,0,1,1.66,1
100,0,1,2,0,8,1,4,1.0,1.0,2.0,4,2728,7500,1,1,100.0,0,1,1.0,0
100,1,1,2,1,4,1,1,1.0,1.0,1.0,4,2825,4900,32,73,95.0,0,1,1.99,0
100,1,3,2,0,1,1,2,2.5,1.0,1.0,4,164,10000,1,163,98.0,0,0,4.34,1
100,1,1,2,1,4,0,8,2.0,3.0,4.0,4,1348,21000,3,27,94.0,1,1,4.71,1
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,2605,7000,2,72,79.0,0,1,1.93,1
100,1,3,2,1,0,1,3,1.0,1.0,3.0,0,2589,7500,2,73,82.0,0,1,1.95,1
100,1,7,12,1,8,1,3,2.0,1.0,2.0,4,211,7500,1,231,96.0,1,0,6.34,1
100,1,7,2,1,8,1,3,1.0,1.0,2.0,4,230,8300,1,231,96.0,1,0,6.23,1
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,3069,17500,1,39,93.0,0,2,1.61,1
100,1,1,26,1,8,1,1,1.0,1.0,1.0,4,85,7500,3,9,93.0,0,2,0.37,0
100,0,1,2,1,0,0,3,1.0,1.0,2.0,4,2580,8900,1,320,88.0,0,1,8.73,1
100,0,1,2,1,0,0,2,1.0,0.0,1.0,4,1238,25000,3,11,96.0,0,2,0.31,0
100,1,3,12,1,8,1,1,2.5,1.0,1.0,4,164,6000,1,23,97.0,0,0,0.62,0
100,0,2,2,1,0,0,1,1.0,1.0,1.0,4,943,12000,4,0,100.0,0,1,1.0,0
100,1,13,1,1,8,1,2,2.0,1.0,1.0,4,708,6600,1,80,90.0,0,2,2.21,1
100,1,13,1,1,8,1,2,2.0,1.0,1.0,4,711,6800,1,109,91.0,0,2,3.09,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1260,49900,3,7,74.0,0,0,0.24,0
100,1,1,2,0,0,0,2,1.0,0.0,1.0,3,2947,14300,2,16,96.0,0,1,0.45,0
100,1,7,12,1,8,1,3,2.0,1.0,2.0,4,212,7700,1,222,97.0,1,0,6.09,0
100,1,2,2,1,8,0,5,1.0,1.0,2.0,4,1405,14000,1,31,87.0,0,1,0.87,0
98,1,24,2,1,0,0,7,2.0,3.0,3.0,4,2407,33000,2,60,85.0,0,2,1.65,1
100,1,1,2,1,0,0,4,2.0,2.0,2.0,4,1778,46400,2,40,97.0,0,1,1.1,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,290,15000,2,5,95.0,0,0,0.14,0
100,1,7,12,1,8,1,3,2.0,1.0,2.0,4,223,6300,1,232,97.0,1,0,6.48,1
100,1,1,11,1,8,0,4,1.5,3.0,3.0,4,2905,29900,2,26,95.0,0,2,0.92,0
70,1,7,2,1,0,0,2,1.0,0.0,1.0,4,1293,13000,2,1,100.0,0,2,0.27,0
100,1,1,26,1,8,1,2,1.0,1.0,1.0,4,1721,6000,2,117,92.0,0,1,3.22,1
100,1,1,2,1,8,0,6,2.0,2.0,4.0,4,1648,37500,2,9,100.0,0,2,0.25,0
95,1,5,2,1,8,1,2,1.0,1.0,1.0,4,77,7000,2,26,83.0,0,2,0.74,1
100,0,1,2,1,0,0,4,1.0,3.0,4.0,4,1913,29000,5,8,98.0,0,2,0.23,0
100,1,13,2,1,0,0,2,1.0,1.0,1.0,4,1577,13500,1,236,87.0,1,2,6.45,1
100,0,1,2,1,8,0,10,3.5,4.0,7.0,4,2908,75000,2,1,100.0,0,0,0.64,0
100,1,1,2,0,4,0,2,1.0,1.0,1.0,4,2766,12500,2,18,96.0,0,2,0.62,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,2443,7900,2,3,93.0,0,1,0.08,0
93,0,1,2,1,8,1,2,1.0,1.0,1.0,4,58,11500,1,35,87.0,0,1,5.38,0
100,1,3,2,1,0,0,2,1.0,1.0,1.0,4,2941,15700,2,81,88.0,0,2,2.25,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1969,15500,2,46,96.0,0,2,1.28,1
100,1,2,2,1,8,1,1,1.0,1.0,1.0,4,1047,5700,1,17,94.0,0,0,0.48,1
100,1,1,2,1,8,0,4,1.0,2.0,3.0,4,992,13500,2,92,96.0,0,1,2.63,0
100,1,7,2,1,0,0,4,1.0,1.0,1.0,4,554,9900,1,252,78.0,1,0,7.05,1
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,3004,29500,1,8,88.0,0,1,0.23,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2030,12500,6,67,91.0,0,1,1.87,1
70,1,7,2,1,0,0,2,1.0,1.0,1.0,4,1302,9900,90,2,90.0,0,2,0.13,0
77,0,2,2,0,0,0,2,1.0,0.0,1.0,4,3031,8900,3,3,100.0,0,2,0.12,0
77,0,2,2,1,8,0,4,1.0,2.0,2.0,4,3025,14500,5,26,92.0,0,2,0.74,1
100,0,4,2,1,8,0,5,2.5,2.0,4.0,4,2042,50000,2,9,91.0,0,2,0.74,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,225,8000,1,59,97.0,1,0,1.66,1
100,1,7,2,1,0,0,2,1.0,0.0,1.0,4,826,19500,9,27,94.0,0,2,0.76,0
100,1,1,2,1,8,0,5,1.5,2.0,3.0,4,644,15000,1,0,100.0,0,0,1.0,0
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1134,24900,4,2,90.0,0,3,0.06,0
100,1,3,2,1,8,1,2,1.0,1.0,1.0,4,763,6000,1,19,100.0,0,0,1.82,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2586,20000,1,80,94.0,0,2,2.73,1
89,1,558,2,1,0,0,4,1.5,2.0,2.0,4,1324,29900,4,3,87.0,0,3,0.13,0
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1787,34900,4,1,83.0,0,3,0.03,0
90,1,1,2,1,0,1,2,1.5,1.0,1.0,4,1722,8500,2,62,96.0,0,0,2.02,1
100,1,2,2,1,8,1,2,1.0,1.0,1.0,4,1046,6700,1,20,96.0,0,0,0.58,0
100,1,1,2,0,0,0,8,2.5,3.0,4.0,4,1617,80000,5,26,98.0,0,2,0.97,1
100,1,1,2,1,0,0,2,1.0,1.0,2.0,4,2629,18900,1,173,92.0,1,2,4.96,1
100,1,2,2,1,8,1,2,1.5,1.0,1.0,4,1055,9900,1,125,94.0,0,2,4.58,1
100,1,2,2,1,4,0,1,1.0,1.0,1.0,4,1571,31000,1,1,60.0,0,0,0.09,0
100,1,3,2,1,1,1,2,2.5,1.0,1.0,4,191,10000,1,123,98.0,0,0,3.53,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,695,19500,1,29,93.0,0,1,0.85,0
100,1,1,2,1,0,0,3,1.0,0.0,1.0,4,2624,13900,3,38,76.0,1,2,1.09,1
100,1,13,2,1,8,1,2,2.0,1.0,1.0,4,705,6900,1,59,94.0,0,2,1.69,0
100,1,1,2,1,4,0,4,2.5,2.0,2.0,4,2781,39500,3,30,98.0,0,2,1.24,0
100,1,6,2,1,1,1,4,1.0,1.0,1.0,4,2731,6500,1,156,86.0,1,1,4.53,1
100,0,1,2,1,8,1,1,1.5,1.0,1.0,4,1013,7500,1,17,96.0,0,0,0.59,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,1841,21900,3,5,80.0,0,1,0.18,1
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,1841,27900,3,10,86.0,0,1,0.35,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,1877,22800,3,1,46.0,0,1,0.03,0
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,2088,26900,10,4,90.0,0,1,0.13,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,2055,29300,3,8,95.0,0,1,0.3,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,1295,29800,3,6,90.0,0,1,0.21,1
94,1,18,2,1,0,0,3,1.0,1.0,1.0,4,1068,18400,2,29,79.0,0,1,1.01,1
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2684,9000,1,43,97.0,0,0,1.38,1
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,2090,9000,1,192,95.0,0,1,5.58,1
100,1,6,2,1,1,1,2,1.0,1.0,2.0,4,2729,6500,1,173,87.0,1,1,5.02,1
100,1,5,2,1,8,1,2,1.0,1.0,1.0,4,1461,8500,3,119,95.0,0,1,3.93,1
100,1,5,2,1,8,1,3,1.0,1.0,2.0,4,1463,8000,3,97,96.0,0,0,3.27,1
100,1,1,2,1,0,0,4,1.5,2.0,2.0,4,1183,23000,7,1,100.0,0,0,0.07,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2797,10000,2,42,87.0,0,2,1.22,0
100,1,2,2,1,0,0,6,1.0,2.0,3.0,4,2796,25000,2,64,86.0,0,2,1.88,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,133,12500,2,7,97.0,1,2,0.68,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,838,7200,2,20,96.0,0,2,0.65,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,2146,15000,2,63,87.0,0,0,2.09,1
67,0,1,15,1,8,0,6,1.0,4.0,4.0,4,1015,27500,3,1,100.0,0,2,0.03,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,597,6000,1,143,98.0,0,0,4.39,1
100,1,1,2,0,0,1,2,1.0,1.0,1.0,4,2464,6800,1,10,98.0,0,1,2.97,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,2496,7600,2,5,80.0,0,1,0.3,0
100,1,1,2,1,0,0,4,1.5,2.0,2.0,4,1359,38500,5,3,87.0,0,2,0.19,1
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,2652,11000,2,23,97.0,0,1,0.7,0
100,1,1,2,1,0,0,6,2.0,3.0,3.0,4,1464,16800,2,74,88.0,0,2,2.3,1
100,0,1,2,1,0,0,2,1.0,1.0,2.0,4,810,11400,1,1,100.0,0,0,0.27,0
96,1,313,2,1,0,0,5,1.5,2.0,3.0,4,1276,36300,3,12,92.0,0,1,0.4,1
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,2056,38900,3,23,96.0,0,1,0.78,0
100,1,4,2,1,8,1,2,2.5,1.0,1.0,4,139,7000,2,59,90.0,0,1,2.21,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,835,10000,2,24,91.0,0,1,0.72,0
100,1,1,7,1,8,1,4,1.0,1.0,4.0,4,497,7000,2,104,93.0,1,2,3.85,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,351,15000,1,5,92.0,0,0,0.51,0
100,1,1,30,1,4,1,5,1.0,1.0,2.0,4,2804,17500,1,94,93.0,0,1,3.09,1
100,1,2,2,1,4,0,6,2.0,2.0,2.0,4,1727,50000,1,1,80.0,0,2,0.63,0
100,1,2,2,1,4,1,3,1.0,1.0,1.0,4,1707,20000,1,4,87.0,0,1,0.83,0
100,1,4,2,1,0,0,4,2.0,2.0,2.0,4,1487,25000,1,84,95.0,0,1,2.6,1
81,0,7,2,1,0,0,3,1.0,1.0,2.0,4,1671,13500,1,15,75.0,0,2,0.53,1
81,0,7,2,1,0,0,4,1.0,2.0,2.0,4,1915,19500,1,19,84.0,0,2,0.71,1
81,0,7,2,1,0,0,6,1.0,2.0,3.0,4,1915,19500,1,37,87.0,0,2,1.18,1
90,1,1,2,1,0,0,2,1.0,1.0,1.0,4,751,11000,2,9,98.0,0,2,0.33,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,796,11900,3,14,86.0,0,1,0.47,0
100,0,1,2,1,0,0,2,1.0,0.0,1.0,4,2109,15000,3,34,86.0,0,1,1.04,1
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,755,9300,4,20,95.0,0,1,0.64,0
90,1,1,2,1,0,0,2,1.0,0.0,1.0,4,1963,16500,5,37,94.0,0,2,1.26,1
100,1,20,2,1,4,0,4,1.0,2.0,2.0,4,1658,9900,1,92,85.0,1,2,2.87,1
100,1,2,2,1,0,0,4,1.0,1.0,2.0,4,757,11000,5,0,100.0,0,2,1.0,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1078,14900,1,56,99.0,0,2,1.76,1
100,0,11,2,1,0,0,4,1.0,0.0,1.0,4,2965,18900,1,65,93.0,0,2,2.66,0
100,0,11,2,1,0,0,4,1.0,0.0,2.0,4,2921,14900,1,101,88.0,0,2,3.24,1
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,1191,17500,4,73,98.0,1,2,2.4,1
100,0,1,2,1,0,0,4,1.0,1.0,2.0,4,53,9000,3,19,94.0,0,1,0.96,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,2075,28500,3,9,93.0,0,1,0.29,0
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,2055,38900,3,22,92.0,0,1,0.74,0
100,1,2,2,1,0,1,1,1.0,1.0,1.0,4,2192,8000,1,12,80.0,0,2,0.37,1
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,2075,60300,3,0,100.0,0,1,1.0,0
100,0,6,2,1,0,0,2,1.0,1.0,1.0,4,927,18500,32,16,99.0,0,2,0.56,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1705,17900,1,51,96.0,0,1,1.74,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,728,11500,2,49,95.0,0,1,1.73,0
100,1,2,7,1,0,1,2,1.0,1.0,1.0,4,2355,6500,1,176,92.0,0,0,7.19,1
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,2060,28500,3,1,80.0,0,1,0.15,0
96,1,313,2,1,0,0,5,1.5,2.0,3.0,4,1276,36300,3,22,91.0,0,1,0.73,1
96,1,313,2,1,0,0,5,1.5,2.0,3.0,4,1276,36300,3,14,87.0,0,1,0.46,1
69,1,3,2,1,6,1,2,1.0,1.0,2.0,4,112,10000,2,0,100.0,0,0,1.0,0
69,1,3,2,1,8,2,2,1.0,1.0,2.0,4,2306,10000,2,0,100.0,0,0,1.0,0
100,1,15,2,1,0,0,5,2.0,2.0,2.0,4,1202,42500,3,83,99.0,1,2,2.8,1
100,1,4,2,0,8,1,2,1.0,1.0,1.0,4,87,6900,1,81,89.0,1,2,2.79,0
100,1,11,2,1,0,0,4,1.0,1.0,1.0,4,1183,17500,1,27,93.0,0,2,1.12,0
100,0,1,2,0,8,1,1,1.0,1.0,1.0,4,116,9000,2,9,90.0,1,1,0.32,0
100,1,2,2,1,8,1,3,1.0,1.0,2.0,4,1649,9900,2,122,99.0,1,2,4.19,0
98,1,24,2,1,0,0,6,1.5,2.0,2.0,4,1957,25000,2,42,92.0,0,2,1.41,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2749,20000,2,32,98.0,0,1,1.09,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,1240,19500,3,56,96.0,0,1,1.8,0
91,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2599,22500,1,0,100.0,0,2,1.0,0
96,1,2,2,1,0,0,3,1.0,0.0,2.0,4,2635,11500,2,43,85.0,0,2,1.45,1
93,1,2,2,1,0,0,4,1.0,2.0,2.0,4,1494,22000,2,55,94.0,0,2,1.8,1
98,1,22,2,1,0,0,2,1.0,1.0,1.0,4,1200,16400,3,39,86.0,0,2,1.26,1
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,1264,19500,7,5,100.0,0,2,0.18,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,1958,23500,3,1,97.0,0,2,0.03,0
100,1,1,2,1,8,1,2,1.0,1.0,2.0,4,703,12500,2,63,99.0,0,1,2.17,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1092,35000,1,19,98.0,0,1,0.63,0
93,1,2,2,1,8,1,2,1.0,1.0,1.0,4,965,9500,1,14,93.0,0,0,0.46,0
100,1,2,2,1,4,0,2,1.0,1.0,1.0,4,1934,18300,1,135,97.0,0,2,4.41,0
97,1,11,2,1,0,0,2,1.0,1.0,1.0,4,1105,15000,14,6,90.0,0,2,0.22,0
100,1,2,2,1,0,0,4,2.0,2.0,2.0,4,1329,50000,4,2,90.0,0,2,0.07,0
100,1,4,2,1,0,1,1,1.0,1.0,1.0,4,3091,8500,3,13,72.0,0,2,0.47,1
97,1,11,2,1,0,0,3,1.0,1.0,1.0,4,1543,17000,7,17,86.0,0,2,0.61,1
100,1,20,2,1,0,0,4,1.0,2.0,2.0,4,1423,9900,2,74,81.0,1,2,2.47,1
100,0,1,2,1,8,0,5,2.0,3.0,3.0,4,2727,50000,4,0,100.0,0,0,1.0,0
95,1,5,2,1,8,1,5,1.0,1.0,2.0,4,135,7900,2,31,93.0,0,2,1.02,0
100,0,12,2,1,0,0,4,1.0,1.0,2.0,4,1822,22900,3,14,94.0,0,2,0.48,0
100,0,6,2,1,0,0,2,1.0,0.0,1.0,4,1240,16000,27,8,88.0,0,2,0.33,0
100,0,1,2,1,0,0,4,1.0,1.0,1.0,4,1550,30000,14,0,100.0,0,2,1.0,0
75,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2225,9900,1,86,94.0,0,0,2.92,1
95,1,3,7,1,0,0,2,1.0,1.0,1.0,4,624,5200,27,6,90.0,0,2,0.24,0
100,1,1,2,1,8,0,5,1.5,2.0,3.0,4,2750,15000,3,29,95.0,0,1,1.06,0
86,1,1,9,0,0,0,3,1.0,1.0,1.0,4,2147,14900,7,17,95.0,0,0,0.59,0
97,1,11,2,1,0,0,2,1.0,0.0,1.0,4,1216,15000,3,20,88.0,0,2,0.68,0
97,1,11,2,1,0,0,3,1.0,1.0,1.0,4,1177,19900,3,9,91.0,0,2,0.36,1
98,1,22,2,1,0,0,8,2.5,3.0,4.0,4,2592,41700,4,39,90.0,0,2,1.3,1
100,1,1,2,1,8,0,2,1.0,1.0,1.0,4,1387,15000,2,8,95.0,0,0,0.28,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,94,17900,1,60,98.0,0,1,2.13,1
100,0,12,2,1,0,0,4,1.0,1.0,2.0,4,1112,24900,3,5,96.0,0,2,0.19,0
100,1,3,2,1,12,1,1,2.5,1.0,1.0,4,542,4000,2,31,99.0,0,0,1.24,1
60,1,1,2,1,8,0,10,2.5,4.0,6.0,4,1402,50000,3,6,100.0,0,1,0.21,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2214,11000,2,6,97.0,0,1,0.22,0
100,1,16,2,1,2,0,4,1.0,2.0,3.0,4,1664,21200,2,12,90.0,0,2,0.41,1
100,1,20,2,1,8,1,3,2.0,1.0,2.0,4,2778,6800,1,49,84.0,0,2,1.99,1
100,1,20,2,1,8,1,2,2.5,1.0,1.0,4,2778,6400,1,41,80.0,1,2,1.65,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1229,13200,3,60,89.0,0,2,2.05,0
100,1,1,2,1,0,0,6,3.0,3.0,4.0,4,1371,60000,4,8,100.0,0,2,0.29,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,983,60000,1,0,100.0,0,0,1.0,0
100,0,11,2,1,0,0,3,1.0,1.0,1.0,4,1659,9900,1,49,88.0,1,2,1.74,1
100,0,11,2,1,0,0,6,1.0,2.0,4.0,4,1659,17900,1,68,86.0,1,2,2.49,1
100,1,20,2,1,0,0,4,1.0,1.0,1.0,4,1681,9900,1,15,95.0,0,2,0.55,0
0,1,1,2,1,0,0,4,1.0,0.0,2.0,4,1740,15500,2,16,95.0,0,1,0.66,0
100,1,1,2,0,0,1,2,1.0,1.0,1.0,4,101,8500,2,10,84.0,0,2,0.34,0
98,1,24,2,0,0,0,2,1.0,0.0,1.0,4,1312,20000,2,28,93.0,0,2,0.96,1
100,1,3,2,1,0,0,4,1.0,1.0,2.0,4,1998,19000,2,115,92.0,0,2,3.9,1
100,0,2,2,1,4,0,4,1.0,2.0,2.0,4,50,9300,1,1,100.0,1,0,0.64,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,659,25000,1,34,90.0,0,2,1.16,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,128,7500,2,131,98.0,0,1,4.45,1
