number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,average price,special requests,booking_status,Meal Plan 1,Meal Plan 2,Meal Plan 3,Not Selected,Room_Type 1,Room_Type 2,Room_Type 3,Room_Type 4,Room_Type 5,Room_Type 6,Room_Type 7,Aviation,Complementary,Corporate,Offline,Online
2,0,1,1,0,47,76.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,57,140.13,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,4,0,60,76.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,200.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,101.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,71,108.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,111,189.0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,1,0,1,166.0,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,1,0,4,67.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,25,78.54,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,2,0,209,152.1,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,93,115.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,53,66.53,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,1,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,2,1,0,4,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,302,90.3,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,122,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,16,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,28,115.37,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,161,130.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,57,126.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,19,94.35,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,4,0,109,118.46,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,239,90.6,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,33,82.9,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11,95.33,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,5,0,40,135.64,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,1,0,45,122.4,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,3,0,41,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,167,62.18,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,62,63.75,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,113,118.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,1,167.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,84,187.85,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,2,2,0,68,108.38,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,9,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,0,1,2,0,245,128.7,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,80,80.33,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,7,140.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,1,0,128,76.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,100,105.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,118,87.3,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,41,83.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,174,99.45,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,1,0,27,104.5,3,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,6,0,2,92.54,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,37,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,188,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,68,63.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,189,109.8,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,10,103.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,19,130.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,61,117.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,95,60.5,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,83,112.2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,37,135.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,19,151.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,22,239.0,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,22,59.09,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,151,103.09,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,26,87.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0,27,137.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,79,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,247,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,189,99.45,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,320,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,27,130.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,51,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,245,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,2,0,52,132.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,13,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,46,79.2,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,84,159.3,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,188,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,19,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,67,140.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,0,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,273,109.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,110,94.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,32,75.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2,1,0,282,76.67,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,38,126.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,175,85.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,143,140.7,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,127,103.7,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,142.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,5,0,95,103.7,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,118,110.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,45,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,69,137.7,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,57,87.3,3,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,5,0.0,4,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,39,101.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,97.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,1,0,89,150.3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,85,82.45,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,4,103.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2,6,0,11,145.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,12,145.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,77,134.85,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1,1,0,14,168.25,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,2,1,0,1,60.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,133,76.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,3,63.5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,19,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,86,90.95,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,2,0,23,98.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,65,135.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,1,130.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,66,81.9,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,4,0,50,78.85,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,87,141.3,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,159,70.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,39,170.1,2,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,386,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,5,0,22,199.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,2,0,102,82.45,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,0,0,3,0,86,192.86,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,56,185.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,6,0,36,68.07,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,50,118.8,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,115,104.4,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,35,71.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,17,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,4,11,0,237,116.62,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,125,136.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,32,147.9,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,0,0,5,123.7,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,91,135.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,9,186.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,3,0,155,115.6,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,0,1,0,0,221.0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,3,0,11,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,4,0,86,73.83,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,18,67.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,58,80.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,54,85.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,3,0,25,152.1,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,107,89.25,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,100,110.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,273,95.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,29,79.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,221,80.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,213,102.85,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,198,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,81,62.37,2,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,23,98.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,26,117.67,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,20,141.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,124,156.61,2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,3,0,85,152.1,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,167,105.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,71,119.85,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,48,97.2,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,37,116.1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,76,150.45,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,13,71.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,3,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,1,2,0,75,60.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,0,5,89.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,0,0,386,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,180,100.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,122,75.9,2,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,224,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,24,104.55,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,162,115.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,1,0,25,187.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,1,115.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,236,84.43,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,120,90.95,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,1,12,208.0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,4,0,224,97.18,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,33,79.11,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,24,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,1,0,22,120.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,10,126.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,15,91.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,5,0,230,137.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,54,67.32,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,45,81.62,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,63,123.66,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,166,94.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,148,96.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,136,88.01,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,37,81.9,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,66,119.85,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,11,83.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,1,67.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,7,156.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,43,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,3,5,0,5,126.75,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,1,0,247,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,24,107.1,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,53,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,52,93.6,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,56,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,12,90.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,5,0,230,137.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,92,106.43,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,2,87.78,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,74,101.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,82,85.5,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,37,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,147,103.7,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,2,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,6,0,166,100.12,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,1,28,156.25,2,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,309,101.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,1,54,161.1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,1,49,83.8,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,168.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,0,58.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,4,94.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,60,96.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,157,76.5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,268,78.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,38,112.59,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,1,0,30,187.04,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,1,1,2,169.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,3,7,0,217,46.63,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,143,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,179,85.5,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,188,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,94,146.7,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,32,73.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,2,143.22,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,3,0,70,89.25,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,4,85.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,34,6.5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,2,0,1,0,16,83.03,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,24,91.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,78,80.75,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,305,89.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,37,105.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,98,109.81,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,14,70.88,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,44,83.6,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,1,60.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,213,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,5,95.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,55,104.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,139,62.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2,1,0,44,95.0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,2,1,0,18,145.0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,192,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,152,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4,0,42,142.2,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,2,3,0,209,128.7,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,69,90.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,80,93.6,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
