Age;Experience;Income;Family;Education;CreditCard;Personal_Loan
44;17;22;3;Graduated;;0
45;20;198;2;Undergrad;;0
46;20;18;1;Undergrad;;0
57;32;74;4;Undergrad;;0
40;14;61;4;Advanced/Professional;;0
38;12;64;2;Undergrad;;0
39;14;10;2;Graduated;;0
23;0;82;2;Graduated;;0
47;22;61;3;Graduated;;0
32;7;83;2;Undergrad;;0
30;5;73;3;Advanced/Professional;;0
54;30;22;2;Undergrad;;0
25;0;91;2;Graduated;;0
60;34;65;3;Advanced/Professional;;0
61;36;13;3;Undergrad;;0
36;11;103;1;Undergrad;;0
52;26;95;1;Undergrad;;0
33;7;31;4;Undergrad;;0
57;31;131;3;Undergrad;;1
34;8;175;4;Advanced/Professional;;1
50;24;38;4;Undergrad;;0
43;18;104;3;Undergrad;;0
34;10;114;3;Advanced/Professional;;1
26;1;38;4;Graduated;;0
26;0;30;4;Advanced/Professional;;0
48;22;19;2;Advanced/Professional;;0
49;25;25;4;Undergrad;;0
47;22;124;4;Advanced/Professional;;1
43;19;20;3;Undergrad;;0
40;15;83;1;Advanced/Professional;;0
31;5;18;4;Graduated;;0
27;1;99;1;Advanced/Professional;;1
55;29;62;3;Graduated;;0
54;30;24;1;Graduated;;0
23;0;13;4;Undergrad;;0
54;28;64;2;Advanced/Professional;;0
57;33;62;3;Undergrad;;0
41;15;158;1;Graduated;;1
28;4;88;1;Undergrad;;0
33;7;28;4;Undergrad;;0
51;27;52;2;Advanced/Professional;;0
28;4;82;4;Undergrad;;0
63;37;140;2;Undergrad;;0
29;4;80;1;Graduated;;0
62;38;58;4;Graduated;;0
51;25;180;1;Undergrad;;0
52;28;55;1;Graduated;;0
43;16;65;3;Graduated;;0
39;12;62;3;Graduated;;0
35;9;23;4;Undergrad;;0
34;10;35;1;Undergrad;;0
49;24;35;4;Graduated;;0
43;18;74;4;Undergrad;;0
48;24;14;3;Undergrad;;0
30;4;83;2;Advanced/Professional;;0
46;21;71;4;Advanced/Professional;;0
43;17;53;2;Undergrad;;0
27;3;103;2;Undergrad;;0
39;15;109;1;Undergrad;;0
58;33;60;2;Graduated;;0
44;17;12;3;Graduated;;0
39;15;141;2;Undergrad;;0
35;10;128;1;Undergrad;;0
41;16;98;3;Undergrad;;0
43;18;41;1;Advanced/Professional;;0
55;25;90;2;Advanced/Professional;;0
32;6;31;1;Undergrad;;0
56;26;74;1;Advanced/Professional;;0
30;5;83;4;Advanced/Professional;;0
65;39;35;1;Advanced/Professional;;0
31;7;140;1;Undergrad;;0
41;15;65;3;Advanced/Professional;;0
55;29;35;3;Undergrad;;0
37;7;73;4;Advanced/Professional;;0
34;10;29;1;Graduated;;0
34;9;55;4;Graduated;;0
33;9;20;4;Graduated;;0
48;23;70;1;Graduated;;0
28;3;81;4;Undergrad;;0
30;4;25;2;Undergrad;;0
44;20;119;2;Undergrad;;0
61;35;49;4;Graduated;;0
59;33;38;1;Undergrad;;0
33;7;80;2;Advanced/Professional;;0
56;32;84;1;Undergrad;;0
53;29;61;4;Graduated;;0
42;16;173;2;Graduated;;1
43;19;60;2;Undergrad;;0
35;9;83;2;Advanced/Professional;;0
61;35;59;1;Graduated;;0
39;9;32;3;Advanced/Professional;;0
61;37;33;3;Advanced/Professional;;0
40;15;19;4;Advanced/Professional;;0
34;8;14;4;Undergrad;;0
65;39;94;4;Undergrad;;1
40;16;154;2;Undergrad;;0
39;15;33;1;Graduated;;0
61;35;28;2;Advanced/Professional;;0
40;16;44;1;Undergrad;;0
49;23;81;2;Advanced/Professional;;0
43;18;29;1;Advanced/Professional;;0
45;21;58;3;Advanced/Professional;;0
52;28;38;4;Graduated;;0
32;8;82;3;Undergrad;;0
31;7;18;1;Advanced/Professional;;0
27;2;45;2;Graduated;;0
33;9;64;4;Undergrad;;0
65;40;48;3;Undergrad;;0
62;37;24;1;Advanced/Professional;;0
55;25;65;4;Advanced/Professional;;0
46;20;111;1;Undergrad;;0
37;12;114;3;Graduated;;0
60;35;39;2;Advanced/Professional;;0
44;14;19;1;Advanced/Professional;;0
35;9;22;3;Graduated;;0
52;28;49;4;Graduated;;0
30;4;40;1;Undergrad;;0
62;36;63;1;Undergrad;;0
41;15;55;1;Undergrad;;0
38;14;33;1;Graduated;;0
52;26;31;4;Advanced/Professional;;0
48;24;24;4;Undergrad;;0
47;22;81;4;Advanced/Professional;;0
41;17;81;1;Graduated;;0
44;20;113;2;Undergrad;;0
31;6;92;2;Undergrad;;0
50;25;81;1;Undergrad;;0
36;11;101;3;Advanced/Professional;;0
52;26;78;3;Graduated;;0
62;38;78;2;Advanced/Professional;;0
55;30;35;1;Graduated;;0
61;37;9;2;Advanced/Professional;;0
34;7;82;4;Graduated;;0
34;9;41;1;Advanced/Professional;;0
59;35;84;1;Advanced/Professional;;0
41;17;42;4;Graduated;;0
33;8;54;3;Undergrad;;0
55;30;84;2;Advanced/Professional;;0
64;40;131;1;Undergrad;;0
44;19;85;2;Advanced/Professional;;0
32;8;84;4;Undergrad;;0
67;41;114;4;Advanced/Professional;;0
40;14;61;3;Advanced/Professional;;0
57;31;39;1;Advanced/Professional;;0
59;35;21;2;Undergrad;;0
43;17;111;4;Advanced/Professional;;1
58;34;68;2;Undergrad;;0
50;23;179;4;Graduated;;1
52;27;93;4;Graduated;;1
35;9;85;2;Undergrad;;0
40;15;180;1;Undergrad;;0
31;5;110;2;Advanced/Professional;;0
32;8;65;1;Undergrad;;0
55;31;159;1;Advanced/Professional;;1
43;19;81;2;Undergrad;;0
31;6;132;1;Undergrad;;0
26;0;44;1;Graduated;;0
58;33;98;1;Undergrad;;0
51;25;62;2;Graduated;;0
45;21;91;1;Undergrad;;0
56;30;29;4;Graduated;;0
25;0;101;4;Advanced/Professional;;0
38;13;65;3;Graduated;;0
62;36;58;1;Graduated;;0
39;13;32;2;Advanced/Professional;;0
56;30;140;4;Undergrad;;1
50;25;44;1;Undergrad;;0
52;27;113;1;Advanced/Professional;;0
53;28;38;1;Graduated;;0
25;0;13;4;Undergrad;;0
44;20;62;2;Undergrad;;0
42;12;29;3;Advanced/Professional;;0
42;16;141;3;Graduated;;1
63;37;132;1;Graduated;;1
57;32;23;1;Advanced/Professional;;0
56;32;11;2;Undergrad;;0
60;34;90;4;Graduated;;0
62;38;43;1;Graduated;;0
48;22;59;4;Undergrad;;0
37;11;28;2;Advanced/Professional;;0
55;29;28;2;Graduated;;0
42;17;108;3;Undergrad;;0
39;13;78;1;Advanced/Professional;;0
47;22;65;1;Undergrad;;0
34;10;25;4;Undergrad;;0
48;23;108;2;Advanced/Professional;;0
52;27;43;4;Graduated;;0
53;29;95;4;Graduated;;0
49;25;24;1;Undergrad;;0
47;22;190;2;Undergrad;;0
48;24;24;1;Advanced/Professional;;0
38;13;41;4;Undergrad;;0
48;22;80;3;Undergrad;;0
56;26;63;3;Advanced/Professional;;0
65;41;79;3;Advanced/Professional;;0
46;20;105;4;Undergrad;;1
60;35;153;3;Advanced/Professional;;1
50;25;114;1;Undergrad;;0
41;15;120;1;Undergrad;;0
41;16;104;1;Advanced/Professional;;0
60;35;20;1;Undergrad;;0
57;31;41;1;Undergrad;;0
48;23;35;2;Undergrad;;0
53;27;174;1;Graduated;;1
42;18;164;1;Advanced/Professional;;1
45;20;22;1;Undergrad;;0
35;10;132;1;Undergrad;;0
34;9;32;4;Advanced/Professional;;0
67;42;21;3;Advanced/Professional;;0
36;9;49;2;Graduated;;0
37;13;79;4;Graduated;;0
40;14;30;2;Advanced/Professional;;0
35;10;118;2;Undergrad;;0
60;34;11;4;Advanced/Professional;;0
59;29;61;3;Advanced/Professional;;0
35;9;43;4;Graduated;;0
27;1;141;4;Advanced/Professional;;1
29;3;54;4;Advanced/Professional;;0
35;9;33;2;Undergrad;;0
38;13;84;3;Advanced/Professional;;0
62;37;125;1;Advanced/Professional;;1
43;19;110;1;Undergrad;;0
35;11;14;4;Undergrad;;0
41;15;65;2;Undergrad;;0
65;41;78;3;Advanced/Professional;;0
61;35;18;3;Advanced/Professional;;0
55;25;95;2;Advanced/Professional;;0
28;3;95;2;Graduated;;0
52;26;191;1;Undergrad;;0
34;4;19;1;Advanced/Professional;;0
49;23;19;4;Advanced/Professional;;0
42;18;39;1;Advanced/Professional;;0
49;23;93;1;Undergrad;;0
49;23;115;3;Advanced/Professional;;1
32;6;112;1;Graduated;;0
59;35;40;4;Undergrad;;0
43;19;45;3;Graduated;;0
48;24;133;1;Undergrad;;0
31;5;85;3;Undergrad;;0
30;4;18;2;Graduated;;0
58;34;54;4;Graduated;;0
41;15;41;2;Graduated;;0
38;8;21;1;Advanced/Professional;;0
33;9;152;1;Undergrad;;0
51;27;53;1;Graduated;;0
45;18;163;3;Graduated;;1
34;10;84;4;Graduated;;0
39;13;59;3;Advanced/Professional;;0
44;18;33;3;Graduated;;0
55;29;81;4;Undergrad;;0
28;2;182;3;Graduated;;1
57;31;61;1;Advanced/Professional;;0
43;18;88;4;Graduated;;0
46;21;170;2;Undergrad;;0
35;10;83;4;Advanced/Professional;;0
25;0;44;4;Graduated;;0
65;41;83;3;Advanced/Professional;;0
64;38;21;1;Graduated;;0
39;15;143;1;Undergrad;;0
62;36;103;2;Undergrad;;0
46;22;135;3;Undergrad;;1
36;11;162;1;Undergrad;;0
42;17;73;4;Undergrad;;0
35;10;142;4;Advanced/Professional;;1
63;37;25;2;Advanced/Professional;;0
45;21;115;2;Undergrad;;0
27;3;88;3;Undergrad;;0
29;3;73;3;Advanced/Professional;;0
55;29;94;1;Advanced/Professional;;0
32;7;58;1;Undergrad;;0
37;11;81;3;Graduated;;0
25;0;113;4;Advanced/Professional;;0
41;16;35;2;Graduated;;0
52;28;65;1;Undergrad;;0
31;6;170;2;Undergrad;;0
40;14;62;2;Graduated;;0
54;29;54;2;Advanced/Professional;;0
48;22;39;1;Graduated;;0
39;15;28;1;Advanced/Professional;;0
64;40;95;2;Advanced/Professional;;0
54;29;82;3;Graduated;;1
39;14;21;1;Advanced/Professional;;0
55;30;50;2;Advanced/Professional;;0
42;12;34;3;Advanced/Professional;;0
58;32;19;4;Advanced/Professional;;0
45;21;71;4;Undergrad;;0
29;5;113;2;Graduated;;0
36;11;9;4;Advanced/Professional;;0
63;37;118;1;Undergrad;;0
55;29;79;4;Undergrad;;0
54;24;72;3;Advanced/Professional;;0
61;36;18;1;Undergrad;;0
36;12;93;2;Undergrad;;0
61;37;62;1;Graduated;;0
39;12;23;3;Graduated;;0
57;31;40;3;Advanced/Professional;;0
35;10;34;4;Undergrad;;0
66;41;114;1;Advanced/Professional;;0
49;23;125;1;Undergrad;;0
48;23;41;1;Advanced/Professional;;0
61;35;38;2;Advanced/Professional;;0
44;19;45;4;Graduated;;0
23;0;12;4;Undergrad;;0
31;5;115;2;Advanced/Professional;;0
39;15;175;2;Undergrad;;0
45;21;24;1;Advanced/Professional;;0
39;14;28;2;Graduated;;0
64;38;32;2;Undergrad;;0
64;38;63;2;Advanced/Professional;;0
47;23;32;1;Undergrad;;0
34;9;60;4;Undergrad;;0
56;31;53;2;Advanced/Professional;;0
33;8;58;4;Undergrad;;0
56;29;42;4;Graduated;;0
57;31;39;4;Graduated;;0
43;17;72;1;Undergrad;;0
43;17;80;3;Undergrad;;0
26;1;39;4;Graduated;;0
64;40;18;2;Advanced/Professional;;0
43;18;30;1;Advanced/Professional;;0
44;18;54;1;Undergrad;;0
60;35;128;1;Undergrad;;0
37;13;38;1;Graduated;;0
56;32;120;1;Undergrad;;0
54;29;25;4;Advanced/Professional;;0
43;18;85;4;Advanced/Professional;;0
57;32;135;3;Graduated;;1
29;4;14;4;Advanced/Professional;;0
54;30;70;1;Advanced/Professional;;0
61;37;23;3;Graduated;;0
29;3;31;4;Graduated;;0
47;21;132;1;Undergrad;;0
43;19;28;3;Undergrad;;0
46;22;125;2;Advanced/Professional;;1
55;31;91;2;Undergrad;;0
48;23;191;2;Undergrad;;0
26;1;88;2;Graduated;;0
63;37;84;4;Advanced/Professional;;0
57;27;64;3;Advanced/Professional;;0
58;33;28;2;Graduated;;0
28;3;149;1;Undergrad;;0
61;37;172;4;Undergrad;;1
65;41;42;1;Graduated;;0
33;6;53;2;Graduated;;0
63;37;149;2;Advanced/Professional;;1
43;19;113;2;Graduated;;0
26;2;79;2;Undergrad;;0
57;31;175;2;Undergrad;;0
50;25;38;1;Advanced/Professional;;0
54;27;120;4;Graduated;;1
59;34;52;4;Undergrad;;0
49;24;42;2;Graduated;;0
54;30;13;1;Undergrad;;0
65;39;141;2;Undergrad;;0
34;10;131;2;Undergrad;;0
31;6;133;1;Advanced/Professional;;1
31;6;64;2;Undergrad;;0
64;39;49;2;Undergrad;;0
52;26;34;1;Advanced/Professional;;0
57;33;91;1;Undergrad;;0
60;36;195;1;Undergrad;;0
45;18;53;3;Graduated;;0
39;13;39;2;Advanced/Professional;;0
25;1;20;4;Undergrad;;0
29;4;104;4;Advanced/Professional;;0
40;15;51;2;Graduated;;0
36;12;154;3;Undergrad;;1
33;9;38;1;Undergrad;;0
51;27;12;2;Undergrad;;0
35;9;28;1;Advanced/Professional;;0
54;28;33;2;Advanced/Professional;;0
29;2;31;4;Graduated;;0
32;8;44;1;Graduated;;0
37;13;49;4;Advanced/Professional;;0
55;31;134;2;Undergrad;;0
30;6;182;4;Advanced/Professional;;1
49;23;114;1;Undergrad;;0
51;26;90;1;Graduated;;0
65;39;105;4;Advanced/Professional;;0
32;8;58;3;Undergrad;;0
29;3;53;4;Advanced/Professional;;0
46;20;15;4;Advanced/Professional;;0
64;39;103;1;Advanced/Professional;;0
27;1;58;4;Graduated;;0
50;23;83;1;Graduated;;0
33;9;125;1;Advanced/Professional;;1
38;12;61;3;Advanced/Professional;;0
38;11;69;3;Graduated;;0
37;11;89;1;Advanced/Professional;;0
46;20;70;4;Undergrad;;0
31;4;39;2;Graduated;;0
35;9;41;4;Graduated;;0
50;26;148;2;Undergrad;;0
45;21;38;3;Graduated;;0
30;6;95;1;Advanced/Professional;;1
60;36;129;2;Undergrad;;0
31;5;84;4;Graduated;;0
60;35;29;3;Graduated;;0
36;10;30;2;Advanced/Professional;;0
64;40;90;2;Advanced/Professional;;0
29;4;150;1;Undergrad;;0
58;33;15;4;Graduated;;0
59;34;13;4;Graduated;;0
58;33;9;2;Advanced/Professional;;0
35;10;24;4;Advanced/Professional;;0
43;17;41;3;Graduated;;0
33;7;25;4;Undergrad;;0
54;28;49;4;Graduated;;0
38;12;58;3;Advanced/Professional;;0
38;12;141;2;Undergrad;;0
57;32;50;4;Undergrad;;0
34;10;61;3;Undergrad;;0
52;27;65;1;Undergrad;;0
50;24;112;1;Undergrad;;0
60;34;19;3;Advanced/Professional;;0
26;0;23;1;Graduated;;0
56;30;60;1;Advanced/Professional;;0
39;15;30;4;Undergrad;;0
45;20;144;4;Undergrad;;1
30;5;118;4;Advanced/Professional;;1
37;11;194;2;Undergrad;;0
45;19;109;3;Undergrad;;0
48;22;174;1;Undergrad;;0
65;40;34;1;Advanced/Professional;;0
46;20;84;3;Graduated;;0
40;16;41;1;Graduated;;0
33;7;92;3;Undergrad;;0
40;10;19;1;Advanced/Professional;;0
60;35;55;3;Graduated;;0
51;27;22;4;Graduated;;0
41;16;155;1;Undergrad;;0
37;13;72;4;Advanced/Professional;;0
35;9;81;1;Graduated;;0
35;11;30;1;Undergrad;;0
46;20;54;4;Undergrad;;0
60;34;60;3;Undergrad;;0
51;25;68;1;Graduated;;0
31;5;65;4;Graduated;;0
30;6;31;3;Graduated;;0
32;8;169;1;Advanced/Professional;;1
53;27;139;1;Advanced/Professional;;1
33;7;29;1;Advanced/Professional;;0
40;15;43;2;Graduated;;0
57;33;80;2;Undergrad;;0
51;26;43;1;Graduated;;0
30;4;194;2;Undergrad;;0
41;15;24;2;Advanced/Professional;;0
54;29;32;2;Advanced/Professional;;0
42;18;153;3;Undergrad;;1
30;6;30;1;Advanced/Professional;;0
60;36;165;3;Undergrad;;1
56;30;64;3;Graduated;;0
63;38;15;4;Graduated;;0
56;30;70;3;Graduated;;0
39;9;32;3;Advanced/Professional;;0
29;5;128;2;Graduated;;1
28;2;84;1;Advanced/Professional;;0
41;16;62;2;Advanced/Professional;;0
28;4;33;3;Graduated;;0
49;25;65;1;Undergrad;;0
30;3;33;4;Graduated;;0
63;37;15;1;Graduated;;0
45;18;45;3;Graduated;;0
40;15;132;2;Undergrad;;0
28;4;29;3;Graduated;;0
62;38;65;1;Graduated;;0
38;12;52;2;Graduated;;0
32;7;64;2;Undergrad;;0
58;32;73;2;Advanced/Professional;;0
33;3;20;1;Advanced/Professional;;0
60;34;44;2;Undergrad;;0
34;8;79;1;Undergrad;;0
38;14;104;2;Graduated;;0
44;20;88;1;Undergrad;;0
56;26;51;3;Advanced/Professional;;0
37;11;61;3;Graduated;;0
45;19;23;2;Advanced/Professional;;0
44;20;38;2;Advanced/Professional;;0
37;13;75;3;Graduated;;0
47;21;42;4;Undergrad;;0
51;25;45;4;Undergrad;;0
63;38;59;3;Graduated;;0
61;31;130;2;Advanced/Professional;;1
43;18;9;2;Advanced/Professional;;0
41;15;62;3;Advanced/Professional;;0
59;35;202;1;Undergrad;;0
29;5;162;1;Undergrad;;0
32;6;93;3;Undergrad;;0
64;39;145;1;Undergrad;;0
50;25;99;1;Undergrad;;1
35;11;148;1;Advanced/Professional;;1
34;10;154;3;Graduated;;1
58;34;149;2;Undergrad;;0
41;15;69;1;Advanced/Professional;;0
37;11;30;2;Undergrad;;0
35;8;48;2;Graduated;;0
45;20;42;1;Advanced/Professional;;0
53;29;132;2;Undergrad;;0
53;27;81;3;Graduated;;0
54;29;60;4;Graduated;;0
28;3;45;4;Graduated;;0
58;28;70;1;Advanced/Professional;;0
47;21;71;4;Undergrad;;0
24;0;28;4;Advanced/Professional;;0
27;1;83;2;Undergrad;;0
42;18;131;1;Undergrad;;0
50;26;82;1;Undergrad;;0
41;16;79;1;Advanced/Professional;;0
46;21;51;4;Advanced/Professional;;0
46;20;111;2;Undergrad;;0
51;25;93;1;Undergrad;;0
59;35;73;4;Advanced/Professional;;0
58;33;24;2;Graduated;;0
37;11;64;3;Graduated;;0
39;14;104;3;Undergrad;;0
47;22;38;4;Advanced/Professional;;0
51;26;191;1;Undergrad;;0
64;34;53;4;Advanced/Professional;;0
59;35;74;4;Advanced/Professional;;0
55;29;21;4;Advanced/Professional;;0
57;32;80;3;Advanced/Professional;;0
59;33;41;4;Undergrad;;0
42;17;79;1;Advanced/Professional;;0
34;9;141;3;Graduated;;1
41;14;32;3;Graduated;;0
43;13;38;3;Advanced/Professional;;0
53;29;85;3;Graduated;;0
47;21;93;2;Advanced/Professional;;0
49;23;140;1;Advanced/Professional;;1
35;9;69;4;Graduated;;0
52;27;32;2;Graduated;;0
53;28;61;4;Undergrad;;0
48;22;125;1;Undergrad;;0
35;8;30;4;Graduated;;0
52;26;104;2;Graduated;;0
60;35;24;1;Undergrad;;0
33;7;22;1;Graduated;;0
38;12;59;2;Graduated;;0
29;4;120;1;Graduated;;1
35;9;164;2;Undergrad;;0
26;2;60;4;Undergrad;;0
48;24;43;3;Graduated;;0
43;19;70;3;Undergrad;;0
60;35;51;2;Undergrad;;0
27;3;59;4;Undergrad;;0
38;13;129;4;Advanced/Professional;;1
40;15;22;2;Graduated;;0
38;14;29;4;Graduated;;0
50;25;18;1;Advanced/Professional;;0
38;13;65;3;Advanced/Professional;;0
34;9;65;4;Undergrad;;0
42;16;38;1;Undergrad;;0
60;34;110;2;Undergrad;;0
62;37;22;1;Graduated;;0
59;33;43;2;Undergrad;;0
49;25;30;4;Undergrad;;0
49;23;134;2;Undergrad;;0
36;11;32;3;Undergrad;;0
33;9;139;1;Undergrad;;0
43;17;45;2;Undergrad;;0
53;27;62;3;Graduated;;0
57;31;51;4;Graduated;;0
53;27;93;1;Advanced/Professional;;0
60;35;122;1;Undergrad;;0
34;10;45;1;Undergrad;;0
51;26;179;1;Undergrad;;0
36;12;64;3;Undergrad;;0
63;39;41;2;Undergrad;;0
37;13;58;2;Advanced/Professional;;0
57;33;64;4;Undergrad;;0
52;27;28;3;Graduated;;0
38;8;21;1;Advanced/Professional;;0
61;35;60;1;Graduated;;0
31;5;78;2;Undergrad;;0
39;13;59;3;Advanced/Professional;;0
38;12;59;3;Advanced/Professional;;0
46;22;83;4;Graduated;;0
48;22;128;1;Undergrad;;0
58;33;95;1;Undergrad;;0
50;25;160;4;Advanced/Professional;;1
67;41;78;4;Advanced/Professional;;0
36;11;184;2;Graduated;;1
30;4;30;3;Undergrad;;0
58;33;51;2;Advanced/Professional;;0
43;18;35;1;Advanced/Professional;;0
31;1;74;4;Advanced/Professional;;0
37;11;43;4;Graduated;;0
49;22;23;2;Graduated;;0
27;1;20;4;Undergrad;;0
50;25;112;1;Undergrad;;0
46;20;74;3;Graduated;;0
49;23;65;2;Advanced/Professional;;0
29;5;124;2;Undergrad;;0
55;29;65;3;Undergrad;;0
61;37;73;3;Advanced/Professional;;0
45;19;8;2;Advanced/Professional;;0
33;8;53;3;Undergrad;;0
63;39;131;3;Advanced/Professional;;1
32;6;13;4;Undergrad;;0
42;17;60;1;Undergrad;;0
51;27;45;1;Graduated;;0
44;20;39;2;Advanced/Professional;;0
33;6;78;4;Graduated;;0
39;13;43;3;Advanced/Professional;;0
56;30;31;2;Undergrad;;0
28;3;118;3;Graduated;;1
43;17;82;3;Undergrad;;0
30;6;112;3;Undergrad;;0
34;8;10;1;Graduated;;0
26;1;18;2;Advanced/Professional;;0
58;32;72;3;Graduated;;0
43;19;72;4;Advanced/Professional;;0
40;14;78;1;Undergrad;;0
54;30;78;3;Graduated;;0
44;19;30;1;Advanced/Professional;;0
54;28;45;3;Undergrad;;0
39;14;80;2;Undergrad;;0
59;35;174;1;Undergrad;;0
53;29;51;2;Advanced/Professional;;0
32;8;181;1;Undergrad;;0
40;14;78;4;Graduated;;0
54;29;79;3;Advanced/Professional;;0
27;3;119;1;Undergrad;;0
63;39;49;4;Graduated;;0
26;0;83;3;Graduated;;1
33;7;100;1;Graduated;;0
43;19;70;3;Undergrad;;0
57;32;52;3;Graduated;;0
26;2;12;4;Undergrad;;0
55;30;82;4;Advanced/Professional;;0
30;4;34;2;Graduated;;0
63;37;112;4;Advanced/Professional;;0
55;25;42;3;Advanced/Professional;;0
35;11;83;2;Undergrad;;0
45;21;142;1;Graduated;;1
47;23;199;2;Undergrad;;0
31;4;29;4;Graduated;;0
56;26;70;3;Advanced/Professional;;0
49;24;25;2;Advanced/Professional;;0
53;27;84;2;Undergrad;;0
62;36;81;3;Undergrad;;0
63;37;15;2;Undergrad;;0
26;0;54;3;Advanced/Professional;;0
59;35;108;4;Graduated;;1
40;16;83;4;Undergrad;;0
42;16;62;1;Advanced/Professional;;0
29;4;134;2;Undergrad;;0
40;16;75;3;Undergrad;;0
31;7;109;2;Graduated;;0
35;10;152;2;Undergrad;;0
62;36;83;4;Advanced/Professional;;0
51;26;52;4;Advanced/Professional;;0
32;6;31;2;Advanced/Professional;;0
27;3;135;3;Advanced/Professional;;1
62;37;98;1;Undergrad;;0
66;41;14;4;Graduated;;0
53;27;64;4;Undergrad;;0
49;25;109;2;Undergrad;;0
65;40;118;1;Undergrad;;0
30;5;80;4;Graduated;;0
60;34;51;3;Advanced/Professional;;0
30;6;115;4;Graduated;;1
54;28;83;1;Undergrad;;0
54;28;90;1;Undergrad;;0
37;12;28;4;Undergrad;;0
32;7;82;2;Undergrad;;0
51;27;24;3;Undergrad;;0
46;22;71;2;Undergrad;;0
41;17;80;1;Undergrad;;0
62;36;109;4;Advanced/Professional;;0
54;28;140;1;Undergrad;;0
52;27;39;4;Graduated;;0
51;25;39;1;Graduated;;0
24;0;50;3;Graduated;;0
61;35;31;2;Undergrad;;0
55;25;35;3;Advanced/Professional;;0
37;11;44;4;Undergrad;;0
64;38;35;1;Advanced/Professional;;0
34;8;20;2;Undergrad;;0
31;7;10;4;Graduated;;0
42;18;83;4;Advanced/Professional;;0
47;22;203;2;Undergrad;;0
29;5;84;3;Undergrad;;0
34;8;41;4;Undergrad;;0
36;11;164;2;Undergrad;;0
34;10;152;2;Undergrad;;0
26;2;62;4;Undergrad;;0
48;24;12;4;Undergrad;;0
47;23;28;4;Undergrad;;0
39;13;52;1;Undergrad;;0
62;37;19;3;Graduated;;0
34;9;35;3;Undergrad;;0
43;19;28;4;Undergrad;;0
55;30;70;3;Graduated;;0
65;40;140;1;Undergrad;;0
26;0;102;4;Advanced/Professional;;0
57;27;50;4;Advanced/Professional;;0
32;7;61;3;Undergrad;;0
35;9;188;2;Graduated;;1
63;33;178;4;Advanced/Professional;;1
49;25;44;4;Graduated;;0
23;0;12;4;Undergrad;;0
30;6;69;4;Undergrad;;0
43;19;132;1;Undergrad;;0
39;14;128;2;Undergrad;;0
31;6;44;4;Undergrad;;0
65;39;44;1;Advanced/Professional;;0
34;8;34;2;Advanced/Professional;;0
37;12;132;2;Undergrad;;0
62;38;158;2;Undergrad;;0
33;9;83;1;Undergrad;;0
48;22;28;1;Advanced/Professional;;0
33;9;131;3;Advanced/Professional;;1
45;19;31;3;Graduated;;0
44;19;40;4;Graduated;;0
37;11;71;2;Undergrad;;0
31;5;42;2;Advanced/Professional;;0
56;31;35;3;Graduated;;0
30;4;81;2;Undergrad;;0
61;35;91;2;Undergrad;;0
32;7;129;4;Graduated;;1
51;27;75;1;Undergrad;;0
26;1;54;4;Graduated;;0
31;5;43;1;Undergrad;;0
43;18;94;4;Graduated;;0
57;32;84;4;Advanced/Professional;;0
42;18;34;1;Graduated;;0
48;23;15;4;Undergrad;;0
46;21;99;2;Advanced/Professional;;0
33;7;15;1;Graduated;;0
45;21;83;4;Advanced/Professional;;0
31;6;83;4;Advanced/Professional;;0
42;18;143;1;Undergrad;;0
56;30;81;4;Advanced/Professional;;0
63;39;39;1;Graduated;;0
42;18;158;2;Graduated;;1
50;24;62;1;Advanced/Professional;;0
31;6;64;2;Undergrad;;0
65;40;29;1;Graduated;;0
60;34;64;3;Undergrad;;0
34;10;21;4;Graduated;;0
62;32;142;2;Advanced/Professional;;1
56;30;64;3;Undergrad;;0
51;25;40;4;Undergrad;;0
44;19;61;3;Graduated;;0
41;16;44;1;Advanced/Professional;;0
43;16;78;3;Graduated;;0
25;0;25;2;Advanced/Professional;;0
40;16;125;2;Undergrad;;0
53;29;63;2;Advanced/Professional;;0
54;30;54;1;Advanced/Professional;;0
36;12;92;2;Undergrad;;0
26;2;119;2;Undergrad;;0
35;11;40;1;Graduated;;0
29;4;41;1;Undergrad;;0
35;11;81;2;Undergrad;;0
28;4;101;3;Undergrad;;0
48;24;25;4;Graduated;;0
46;20;55;1;Graduated;;0
31;7;43;1;Advanced/Professional;;0
40;16;98;2;Graduated;;0
27;1;112;4;Advanced/Professional;;0
32;2;69;4;Advanced/Professional;;0
67;43;79;4;Graduated;;0
24;0;118;2;Undergrad;;0
45;18;81;3;Graduated;;0
26;0;19;1;Graduated;;0
42;17;139;2;Advanced/Professional;;1
65;40;63;3;Graduated;;0
59;33;102;2;Undergrad;;0
30;5;40;4;Graduated;;0
32;6;44;1;Undergrad;;0
36;12;59;3;Undergrad;;0
48;24;224;2;Undergrad;;0
56;31;64;2;Advanced/Professional;;0
44;20;129;2;Undergrad;;0
60;34;43;1;Undergrad;;0
51;27;12;3;Undergrad;;0
34;10;53;3;Graduated;;0
45;21;39;2;Advanced/Professional;;0
47;23;65;1;Undergrad;;0
29;5;18;1;Advanced/Professional;;0
52;28;55;1;Advanced/Professional;;0
61;35;60;1;Advanced/Professional;;0
40;14;42;2;Undergrad;;0
24;0;44;3;Graduated;;0
33;7;111;2;Undergrad;;0
33;8;62;1;Undergrad;;0
52;26;44;2;Advanced/Professional;;0
40;14;69;1;Advanced/Professional;;0
