Idade;Anos_experiencia;Renda;Familia;Educacao;Hipoteca;Cartao_credito;Emprestimo_pessoal
51;25;104,0;1;Graduated;0;0;1
53;27;75,0;1;Graduated;0;0;0
37;12;175,0;2;Undergrad;297;1;0
32;7;98,0;1;Undergrad;171;0;1
49;23;41,0;4;Undergrad;153;0;0
34;8;171,0;2;Graduated;569;0;1
54;30;79,0;4;Graduated;0;0;0
64;39;24,0;4;Graduated;0;0;0
58;34;90,0;1;Graduated;0;0;1
25;0;39,0;3;Graduated;0;0;0
50;25;9,0;2;Undergrad;0;0;0
38;13;15,0;2;Graduated;90;0;0
48;24;80,0;1;Undergrad;0;0;0
41;15;63,0;1;Advanced/Professional;79;1;0
32;8;20,0;1;Advanced/Professional;102;0;0
46;22;43,0;2;Advanced/Professional;0;1;0
39;15;65,0;1;Advanced/Professional;0;0;0
39;15;91,0;2;Graduated;151;0;0
63;39;53,0;1;Undergrad;0;0;0
58;32;110,0;3;Graduated;0;0;0
28;4;82,0;3;Undergrad;103;0;0
36;11;23,0;4;Advanced/Professional;0;0;0
43;19;172,0;2;Undergrad;0;0;0
36;12;88,0;2;Undergrad;0;0;0
44;18;71,0;2;Advanced/Professional;0;0;0
31;5;180,0;1;Advanced/Professional;144;0;1
45;21;39,0;2;Advanced/Professional;184;1;0
39;13;94,0;1;Advanced/Professional;0;1;0
43;16;25,0;3;Graduated;0;0;0
40;15;10,0;2;Advanced/Professional;102;0;0
30;5;42,0;1;Undergrad;184;0;0
58;33;142,0;2;Undergrad;0;1;0
46;21;34,0;2;Undergrad;0;0;0
35;10;139,0;1;Undergrad;0;0;0
30;4;154,0;2;Undergrad;207;0;0
34;8;40,0;2;Advanced/Professional;89;0;0
62;32;33,0;1;Advanced/Professional;140;1;0
58;34;80,0;2;Undergrad;0;1;0
45;18;10,0;3;Graduated;100;0;0
42;16;41,0;3;Advanced/Professional;0;0;0
60;36;30,0;4;Undergrad;118;1;0
55;29;78,0;1;Advanced/Professional;190;0;0
45;21;164,0;1;Undergrad;0;1;0
52;27;23,0;1;Advanced/Professional;0;0;0
31;7;149,0;1;Undergrad;0;0;0
60;34;25,0;4;Advanced/Professional;0;0;0
33;9;42,0;1;Advanced/Professional;0;0;0
37;11;71,0;1;Undergrad;185;1;0
59;34;114,0;3;Graduated;0;0;1
51;26;70,0;1;Graduated;0;1;0
47;23;149,0;4;Undergrad;0;1;1
60;33;55,0;4;Graduated;0;0;0
61;36;29,0;1;Undergrad;0;0;0
64;40;123,0;1;Undergrad;0;1;0
46;20;152,0;1;Advanced/Professional;374;1;1
31;7;8,0;4;Graduated;0;0;0
57;32;69,0;4;Undergrad;245;0;0
48;23;161,0;4;Advanced/Professional;310;0;1
48;23;79,0;1;Graduated;0;0;0
35;10;105,0;1;Undergrad;0;0;0
33;8;39,0;3;Undergrad;0;0;0
47;23;163,0;1;Undergrad;0;0;0
46;20;9,0;1;Undergrad;0;0;0
44;20;71,0;4;Advanced/Professional;0;1;0
42;18;51,0;3;Advanced/Professional;0;0;0
50;24;32,0;1;Advanced/Professional;167;0;0
52;26;161,0;4;Undergrad;0;1;1
53;27;60,0;1;Undergrad;0;0;0
37;10;35,0;4;Graduated;0;0;0
64;40;41,0;4;Graduated;0;0;0
46;22;73,0;2;Undergrad;216;0;0
57;33;49,0;4;Undergrad;214;1;0
61;35;79,0;2;Undergrad;194;1;0
42;18;120,0;2;Undergrad;0;0;0
40;16;60,0;2;Undergrad;0;0;0
33;8;78,0;3;Graduated;0;0;0
50;26;40,0;4;Graduated;131;0;0
52;26;110,0;2;Advanced/Professional;204;0;1
35;11;160,0;4;Advanced/Professional;0;0;1
57;32;68,0;4;Undergrad;191;1;0
56;31;49,0;2;Advanced/Professional;103;0;0
44;20;65,0;2;Undergrad;0;0;0
23;0;55,0;3;Graduated;145;0;0
33;8;62,0;3;Undergrad;98;1;0
48;22;152,0;1;Undergrad;0;0;0
45;18;42,0;3;Graduated;0;0;0
54;28;39,0;4;Graduated;0;0;0
42;17;111,0;3;Undergrad;0;1;1
47;21;82,0;3;Undergrad;0;0;0
61;36;108,0;4;Graduated;0;0;0
53;27;59,0;2;Advanced/Professional;0;0;0
56;30;61,0;3;Undergrad;193;0;0
33;6;78,0;4;Graduated;0;0;0
44;18;18,0;2;Advanced/Professional;0;0;0
63;37;113,0;4;Advanced/Professional;0;1;0
47;20;62,0;1;Graduated;0;0;0
50;24;81,0;1;Undergrad;248;0;0
49;25;13,0;3;Undergrad;106;0;0
34;9;75,0;1;Undergrad;194;0;0
40;14;33,0;2;Advanced/Professional;89;0;0
38;13;179,0;1;Undergrad;0;0;0
51;26;69,0;3;Graduated;0;0;0
28;4;45,0;1;Advanced/Professional;0;0;0
52;26;59,0;3;Graduated;0;0;0
39;13;81,0;2;Undergrad;0;0;0
29;5;133,0;1;Undergrad;212;0;0
54;29;81,0;2;Advanced/Professional;0;0;0
63;38;14,0;4;Graduated;86;1;0
40;14;28,0;2;Advanced/Professional;0;0;0
36;12;93,0;2;Undergrad;0;0;0
45;20;191,0;3;Advanced/Professional;123;0;1
61;37;155,0;1;Undergrad;0;0;0
26;0;155,0;2;Undergrad;0;0;0
33;8;68,0;4;Undergrad;0;0;0
64;40;52,0;2;Undergrad;226;0;0
43;17;51,0;1;Advanced/Professional;0;0;0
24;0;44,0;4;Undergrad;180;0;0
30;5;121,0;2;Undergrad;408;0;0
60;36;49,0;4;Undergrad;204;0;0
50;26;42,0;2;Advanced/Professional;78;0;0
40;15;144,0;1;Undergrad;0;0;0
31;6;72,0;1;Graduated;0;0;0
30;4;44,0;1;Undergrad;109;0;0
60;35;43,0;3;Advanced/Professional;175;0;0
39;14;74,0;1;Graduated;144;0;0
66;41;145,0;1;Undergrad;0;0;0
65;41;158,0;2;Undergrad;0;0;0
54;28;78,0;4;Undergrad;0;0;0
54;29;154,0;1;Graduated;352;0;1
35;9;105,0;2;Advanced/Professional;0;0;0
32;7;100,0;3;Graduated;0;0;0
63;39;58,0;1;Graduated;0;0;0
60;35;113,0;1;Undergrad;406;0;0
43;18;10,0;2;Graduated;0;1;0
59;33;142,0;2;Undergrad;0;0;0
62;37;128,0;1;Undergrad;0;0;0
30;5;131,0;3;Advanced/Professional;0;0;1
54;30;88,0;4;Graduated;122;0;0
30;6;101,0;2;Undergrad;0;0;0
31;1;70,0;2;Advanced/Professional;0;1;0
44;20;122,0;1;Undergrad;0;0;0
32;8;70,0;3;Undergrad;0;0;0
63;38;148,0;2;Advanced/Professional;0;0;1
57;32;43,0;2;Advanced/Professional;166;0;0
60;30;31,0;1;Advanced/Professional;0;0;0
37;11;35,0;2;Advanced/Professional;0;0;0
53;27;81,0;4;Advanced/Professional;0;0;0
51;25;19,0;1;Advanced/Professional;98;0;0
30;5;98,0;4;Advanced/Professional;129;1;0
28;2;101,0;4;Advanced/Professional;0;0;0
50;24;81,0;2;Advanced/Professional;0;0;0
52;27;135,0;1;Undergrad;452;0;0
56;30;34,0;2;Graduated;0;0;0
40;16;104,0;1;Undergrad;249;0;0
64;38;29,0;3;Graduated;0;0;0
61;36;119,0;2;Graduated;0;0;1
46;20;82,0;2;Graduated;0;1;0
55;29;62,0;1;Undergrad;0;0;0
45;19;85,0;3;Undergrad;0;1;0
40;15;8,0;2;Graduated;0;0;0
63;37;78,0;4;Advanced/Professional;0;0;0
57;32;44,0;3;Graduated;0;0;0
38;14;122,0;2;Undergrad;0;1;0
37;11;22,0;3;Graduated;114;0;0
31;5;39,0;4;Graduated;0;1;0
50;26;55,0;1;Graduated;0;0;0
42;18;144,0;2;Undergrad;158;0;0
51;27;71,0;1;Graduated;0;1;0
38;13;191,0;2;Undergrad;0;0;0
53;26;22,0;1;Graduated;100;0;0
43;17;158,0;1;Undergrad;0;0;0
35;9;131,0;3;Advanced/Professional;0;1;1
49;24;75,0;1;Graduated;160;1;0
28;4;69,0;3;Graduated;170;0;0
51;27;39,0;2;Undergrad;0;0;0
39;14;34,0;4;Undergrad;0;1;0
31;7;32,0;1;Undergrad;0;0;0
44;18;129,0;1;Undergrad;0;0;0
46;20;158,0;3;Undergrad;432;1;1
42;18;54,0;1;Undergrad;0;0;0
41;17;34,0;1;Graduated;0;0;0
23;0;45,0;4;Graduated;0;1;0
59;33;68,0;2;Advanced/Professional;0;0;0
47;21;53,0;1;Graduated;0;0;0
48;23;32,0;1;Undergrad;0;1;0
58;33;173,0;2;Advanced/Professional;0;0;1
58;34;31,0;4;Undergrad;0;0;0
54;29;72,0;2;Undergrad;144;0;0
49;24;30,0;4;Graduated;157;1;0
63;38;138,0;1;Undergrad;0;0;0
62;37;18,0;1;Graduated;127;0;0
45;19;69,0;1;Undergrad;220;1;0
39;13;58,0;3;Undergrad;247;0;0
58;34;63,0;4;Undergrad;0;0;0
56;30;43,0;2;Undergrad;0;0;0
29;5;28,0;1;Advanced/Professional;0;0;0
33;9;38,0;1;Advanced/Professional;133;0;0
55;29;72,0;3;Graduated;147;0;0
56;31;64,0;4;Undergrad;0;0;0
36;12;70,0;3;Graduated;165;0;0
53;29;12,0;1;Undergrad;0;0;0
57;31;159,0;2;Undergrad;0;0;0
35;9;103,0;2;Advanced/Professional;0;0;0
43;18;42,0;1;Advanced/Professional;0;0;0
54;29;48,0;2;Advanced/Professional;142;0;0
29;3;49,0;1;Undergrad;0;0;0
39;14;89,0;2;Undergrad;0;0;0
32;8;22,0;4;Graduated;0;1;0
51;27;10,0;2;Undergrad;86;0;0
50;25;38,0;1;Graduated;120;1;0
54;29;49,0;2;Advanced/Professional;95;1;0
38;12;30,0;2;Advanced/Professional;0;1;0
32;7;82,0;1;Graduated;240;1;0
62;37;82,0;1;Advanced/Professional;312;0;0
57;33;24,0;1;Graduated;0;0;0
47;23;32,0;4;Undergrad;156;1;0
51;25;34,0;3;Advanced/Professional;111;0;0
54;27;195,0;2;Graduated;477;0;1
26;1;61,0;4;Undergrad;119;0;0
37;11;22,0;3;Graduated;0;1;0
27;0;40,0;4;Advanced/Professional;0;0;0
63;38;50,0;2;Undergrad;205;0;0
62;36;35,0;2;Advanced/Professional;0;1;0
59;33;64,0;3;Graduated;0;0;0
32;7;49,0;3;Undergrad;0;0;0
35;8;44,0;4;Graduated;192;1;0
56;31;65,0;2;Undergrad;0;0;0
55;31;13,0;4;Undergrad;0;0;0
31;5;84,0;1;Advanced/Professional;105;1;0
54;29;28,0;4;Graduated;101;0;0
58;32;108,0;3;Undergrad;0;0;0
48;24;59,0;1;Undergrad;144;0;0
48;22;163,0;1;Undergrad;396;0;0
33;9;183,0;2;Advanced/Professional;582;0;1
36;6;69,0;4;Advanced/Professional;0;0;0
41;16;115,0;1;Undergrad;0;0;0
55;31;130,0;4;Undergrad;0;1;1
63;37;185,0;2;Graduated;358;0;1
53;29;118,0;2;Undergrad;0;0;0
38;13;163,0;1;Undergrad;0;0;0
46;20;140,0;2;Undergrad;380;1;0
59;33;91,0;2;Graduated;0;1;0
56;31;61,0;4;Advanced/Professional;0;1;0
59;35;168,0;4;Graduated;0;0;1
39;13;69,0;3;Graduated;0;0;0
47;21;22,0;1;Undergrad;104;0;0
47;22;53,0;1;Undergrad;213;0;0
53;26;25,0;2;Graduated;0;1;0
36;9;115,0;4;Graduated;0;0;1
34;9;31,0;4;Advanced/Professional;85;1;0
36;10;83,0;1;Advanced/Professional;0;1;0
60;34;152,0;2;Undergrad;0;0;0
45;20;30,0;1;Undergrad;0;0;0
27;3;34,0;1;Advanced/Professional;0;1;0
47;22;44,0;1;Advanced/Professional;0;1;0
44;20;182,0;2;Undergrad;0;0;0
54;30;44,0;3;Undergrad;117;0;0
57;33;122,0;2;Undergrad;153;1;0
52;26;35,0;4;Undergrad;0;0;0
51;25;91,0;1;Advanced/Professional;0;0;0
57;32;30,0;2;Graduated;0;0;0
65;39;53,0;1;Advanced/Professional;0;0;0
58;33;28,0;1;Advanced/Professional;0;0;0
64;39;85,0;4;Graduated;200;0;0
52;26;28,0;2;Graduated;90;1;0
58;34;41,0;4;Undergrad;177;0;0
52;22;154,0;1;Advanced/Professional;0;0;1
43;18;41,0;1;Advanced/Professional;0;0;0
56;32;33,0;3;Undergrad;0;0;0
37;12;182,0;3;Advanced/Professional;0;0;1
53;27;59,0;2;Advanced/Professional;0;0;0
27;2;129,0;2;Undergrad;0;0;0
53;27;35,0;3;Advanced/Professional;136;0;0
42;16;185,0;3;Graduated;0;1;1
58;34;45,0;4;Graduated;201;0;0
36;12;62,0;4;Graduated;145;0;0
53;28;183,0;3;Advanced/Professional;467;1;1
48;22;14,0;2;Advanced/Professional;0;0;0
54;28;53,0;1;Advanced/Professional;0;1;0
26;1;48,0;3;Advanced/Professional;169;0;0
50;26;128,0;2;Undergrad;0;0;0
31;7;105,0;1;Undergrad;331;0;0
35;9;40,0;3;Undergrad;0;1;0
63;37;10,0;2;Undergrad;0;0;0
29;4;102,0;2;Undergrad;303;0;0
57;32;31,0;3;Graduated;0;0;0
30;5;30,0;4;Undergrad;158;0;0
33;7;21,0;1;Advanced/Professional;0;0;0
62;36;44,0;2;Undergrad;0;0;0
35;10;48,0;1;Advanced/Professional;164;0;0
37;11;21,0;3;Graduated;0;0;0
37;11;84,0;4;Graduated;0;1;0
35;10;64,0;3;Graduated;230;0;0
35;9;82,0;1;Undergrad;138;0;0
59;35;39,0;4;Undergrad;0;0;0
53;27;45,0;2;Advanced/Professional;0;1;0
45;21;133,0;4;Advanced/Professional;0;1;1
46;22;152,0;2;Undergrad;0;0;0
40;16;12,0;1;Undergrad;91;0;0
42;16;32,0;3;Undergrad;149;0;0
25;1;74,0;4;Undergrad;204;0;0
39;14;54,0;2;Graduated;159;1;0
30;6;181,0;3;Graduated;0;1;1
58;33;75,0;2;Advanced/Professional;0;0;0
41;15;95,0;3;Undergrad;240;0;0
37;11;190,0;4;Graduated;565;0;1
36;11;90,0;1;Undergrad;0;0;0
27;3;20,0;4;Undergrad;134;1;0
60;34;64,0;3;Advanced/Professional;0;0;0
62;36;85,0;2;Advanced/Professional;98;0;0
67;43;105,0;4;Graduated;0;0;0
44;18;21,0;1;Undergrad;0;0;0
24;0;78,0;2;Graduated;0;0;0
45;21;158,0;2;Undergrad;132;1;0
58;34;125,0;1;Undergrad;219;0;0
61;36;81,0;3;Graduated;0;0;0
54;29;183,0;1;Undergrad;0;1;0
28;3;54,0;4;Graduated;0;0;0
49;24;79,0;4;Advanced/Professional;212;0;0
35;11;38,0;1;Graduated;136;0;0
36;10;172,0;4;Graduated;295;0;1
34;8;184,0;3;Undergrad;0;0;1
36;11;158,0;2;Undergrad;114;1;0
35;11;188,0;1;Advanced/Professional;282;0;1
27;2;20,0;4;Advanced/Professional;0;0;0
42;18;60,0;4;Advanced/Professional;151;1;0
65;39;113,0;4;Advanced/Professional;0;0;0
29;5;70,0;4;Undergrad;0;1;0
65;41;84,0;2;Advanced/Professional;0;1;0
59;33;23,0;2;Advanced/Professional;0;0;0
46;22;141,0;2;Undergrad;0;1;0
59;33;110,0;3;Undergrad;264;0;0
52;26;31,0;4;Undergrad;0;1;0
60;35;22,0;1;Undergrad;80;0;0
43;17;91,0;1;Undergrad;0;0;0
65;39;82,0;4;Advanced/Professional;252;0;0
50;26;23,0;1;Undergrad;0;0;0
48;23;35,0;1;Undergrad;0;0;0
49;25;114,0;1;Advanced/Professional;0;0;1
58;33;18,0;3;Graduated;0;1;0
24;0;80,0;2;Advanced/Professional;238;0;0
58;32;74,0;2;Advanced/Professional;0;1;0
45;19;122,0;4;Graduated;0;0;1
42;15;73,0;3;Graduated;0;0;0
64;40;40,0;2;Undergrad;0;0;0
49;25;55,0;4;Advanced/Professional;0;0;0
55;31;69,0;1;Graduated;0;1;0
40;14;92,0;4;Graduated;0;0;0
28;2;48,0;4;Advanced/Professional;0;1;0
57;31;113,0;4;Advanced/Professional;327;0;1
50;25;58,0;1;Graduated;0;0;0
40;16;109,0;2;Undergrad;0;0;0
55;28;39,0;3;Graduated;0;1;0
53;29;33,0;3;Graduated;144;0;0
48;24;18,0;4;Undergrad;0;1;0
59;33;63,0;1;Undergrad;0;1;0
58;32;43,0;1;Graduated;0;0;0
38;14;70,0;4;Advanced/Professional;0;0;0
49;25;19,0;1;Advanced/Professional;0;0;0
60;36;39,0;4;Graduated;140;0;0
54;28;81,0;3;Undergrad;0;0;0
28;2;34,0;4;Advanced/Professional;0;0;0
27;1;140,0;1;Graduated;175;0;1
42;18;114,0;1;Undergrad;0;0;0
52;28;55,0;2;Advanced/Professional;151;0;0
54;30;21,0;1;Graduated;76;0;0
56;30;50,0;4;Graduated;0;0;0
58;34;41,0;3;Undergrad;0;1;0
56;32;190,0;3;Undergrad;0;0;1
64;40;8,0;2;Advanced/Professional;0;0;0
35;8;55,0;2;Graduated;0;0;0
45;20;40,0;2;Undergrad;0;1;0
57;32;22,0;3;Graduated;0;0;0
35;8;44,0;2;Graduated;0;1;0
46;22;102,0;3;Advanced/Professional;0;0;1
30;4;54,0;4;Advanced/Professional;235;0;0
44;20;130,0;4;Graduated;0;0;1
39;12;75,0;3;Graduated;0;1;0
42;18;42,0;2;Undergrad;0;0;0
34;9;133,0;1;Undergrad;0;0;0
46;20;40,0;1;Graduated;0;0;0
55;31;34,0;3;Undergrad;101;0;0
28;3;142,0;1;Undergrad;0;0;0
35;10;64,0;3;Undergrad;0;1;0
60;35;44,0;2;Advanced/Professional;170;0;0
50;24;95,0;1;Undergrad;262;0;0
52;26;49,0;1;Advanced/Professional;0;0;0
51;27;12,0;2;Undergrad;0;0;0
51;26;98,0;1;Advanced/Professional;0;1;0
59;35;42,0;4;Undergrad;0;0;0
53;28;44,0;2;Advanced/Professional;0;1;0
43;17;124,0;1;Undergrad;0;0;0
31;6;175,0;2;Undergrad;0;0;0
32;6;22,0;4;Undergrad;0;0;0
41;17;78,0;4;Undergrad;99;0;0
31;4;54,0;2;Graduated;109;1;0
41;16;154,0;1;Undergrad;0;1;0
47;22;42,0;3;Graduated;0;0;0
37;13;195,0;2;Undergrad;635;0;0
53;23;80,0;1;Advanced/Professional;0;1;0
49;22;81,0;3;Graduated;0;0;0
62;36;89,0;2;Undergrad;0;1;0
33;9;61,0;3;Graduated;0;0;0
54;24;25,0;4;Advanced/Professional;0;1;0
27;3;43,0;3;Graduated;163;0;0
60;35;122,0;1;Undergrad;352;0;0
29;5;160,0;1;Undergrad;385;0;0
56;32;83,0;4;Graduated;0;0;0
55;30;79,0;2;Advanced/Professional;0;0;0
45;19;30,0;3;Graduated;0;1;0
33;9;145,0;1;Undergrad;437;0;0
45;21;151,0;2;Undergrad;328;0;0
44;18;14,0;2;Advanced/Professional;98;1;0
37;11;19,0;3;Graduated;0;0;0
42;16;55,0;1;Advanced/Professional;135;0;0
26;2;132,0;2;Advanced/Professional;0;1;1
33;8;182,0;1;Undergrad;0;0;0
61;36;78,0;3;Undergrad;0;1;0
31;7;42,0;1;Graduated;0;1;0
54;29;44,0;2;Advanced/Professional;187;0;0
62;38;195,0;4;Advanced/Professional;522;1;1
61;36;53,0;3;Graduated;0;0;0
66;41;65,0;3;Undergrad;0;0;0
38;12;43,0;4;Undergrad;0;0;0
55;29;38,0;4;Advanced/Professional;0;1;0
60;36;50,0;1;Advanced/Professional;0;0;0
23;0;81,0;2;Graduated;0;0;0
29;3;41,0;1;Advanced/Professional;0;1;0
35;10;73,0;3;Undergrad;0;0;0
53;27;31,0;2;Advanced/Professional;104;1;0
32;7;84,0;3;Graduated;0;1;0
38;14;95,0;2;Undergrad;0;1;0
44;18;162,0;4;Undergrad;301;0;1
43;18;60,0;2;Advanced/Professional;115;0;0
54;30;121,0;2;Advanced/Professional;0;0;1
52;25;43,0;3;Graduated;165;1;0
31;7;38,0;1;Graduated;182;1;0
47;22;82,0;1;Undergrad;276;0;0
42;18;52,0;4;Undergrad;0;0;0
57;33;43,0;3;Undergrad;168;1;0
33;8;82,0;1;Graduated;0;1;0
35;10;161,0;1;Undergrad;0;0;0
56;30;24,0;2;Graduated;0;0;0
57;32;102,0;1;Undergrad;0;0;0
25;0;53,0;3;Graduated;0;0;0
53;28;85,0;1;Undergrad;0;0;0
59;33;111,0;3;Undergrad;0;0;0
56;32;90,0;2;Undergrad;0;1;0
54;28;94,0;2;Undergrad;188;0;0
48;23;63,0;4;Advanced/Professional;0;0;0
55;30;153,0;2;Graduated;0;0;1
33;7;39,0;2;Advanced/Professional;0;0;0
46;21;205,0;2;Undergrad;181;0;0
42;18;142,0;1;Undergrad;496;0;0
49;25;163,0;2;Undergrad;0;0;0
42;17;113,0;3;Undergrad;0;0;0
46;21;64,0;1;Undergrad;0;1;0
65;40;20,0;3;Advanced/Professional;0;1;0
50;24;179,0;1;Undergrad;0;0;0
54;24;91,0;2;Advanced/Professional;90;0;0
42;18;103,0;1;Undergrad;0;1;1
57;33;80,0;4;Graduated;0;0;0
61;35;38,0;2;Undergrad;0;0;0
60;34;44,0;1;Undergrad;0;1;0
40;14;164,0;1;Graduated;0;0;1
33;7;81,0;3;Undergrad;0;1;0
37;13;95,0;2;Graduated;83;0;0
52;28;44,0;3;Graduated;0;1;0
33;7;88,0;3;Undergrad;0;1;0
62;36;148,0;3;Graduated;0;0;1
62;37;169,0;3;Graduated;184;1;1
63;37;11,0;1;Graduated;102;1;0
55;25;92,0;1;Advanced/Professional;158;1;0
33;9;74,0;3;Graduated;0;0;0
25;1;72,0;3;Undergrad;0;0;0
55;31;63,0;3;Undergrad;0;0;0
29;3;172,0;2;Undergrad;415;0;0
45;21;183,0;2;Undergrad;0;1;0
60;34;40,0;1;Advanced/Professional;166;0;0
44;18;68,0;4;Undergrad;0;1;0
48;23;78,0;4;Advanced/Professional;0;0;0
57;32;68,0;2;Undergrad;184;0;0
58;32;49,0;1;Undergrad;99;1;0
58;33;39,0;2;Advanced/Professional;0;0;0
44;20;151,0;1;Undergrad;392;0;0
54;28;159,0;2;Undergrad;461;0;0
59;33;89,0;4;Graduated;0;1;0
63;37;105,0;4;Advanced/Professional;244;1;0
61;35;78,0;2;Undergrad;0;1;0
58;32;128,0;2;Undergrad;344;0;0
44;20;81,0;4;Undergrad;228;1;0
53;29;50,0;4;Advanced/Professional;152;0;0
63;39;38,0;3;Advanced/Professional;178;1;0
41;17;119,0;2;Undergrad;263;0;0
50;26;110,0;3;Graduated;0;0;0
51;25;29,0;1;Advanced/Professional;102;1;0
47;22;19,0;1;Advanced/Professional;0;0;0
43;19;130,0;2;Advanced/Professional;221;1;1
46;21;38,0;1;Undergrad;130;0;0
50;24;31,0;1;Advanced/Professional;0;0;0
33;9;14,0;4;Graduated;105;0;0
27;2;158,0;3;Graduated;0;0;1
34;8;39,0;4;Undergrad;115;0;0
34;9;141,0;2;Advanced/Professional;0;1;1
28;2;33,0;3;Undergrad;167;0;0
29;5;92,0;2;Undergrad;0;0;0
52;26;78,0;3;Graduated;0;0;0
47;22;42,0;3;Graduated;0;1;0
41;16;15,0;2;Graduated;83;0;0
58;32;48,0;1;Graduated;0;0;0
37;12;63,0;3;Undergrad;0;0;0
57;33;149,0;1;Undergrad;0;0;0
63;39;49,0;1;Undergrad;103;0;0
60;35;125,0;2;Undergrad;0;0;0
50;25;58,0;1;Graduated;0;0;0
60;35;48,0;3;Undergrad;0;0;0
54;30;75,0;2;Advanced/Professional;0;1;0
28;4;114,0;2;Undergrad;0;0;0
45;21;134,0;4;Graduated;0;1;1
28;2;111,0;4;Advanced/Professional;0;0;0
54;29;62,0;4;Graduated;149;0;0
42;18;45,0;1;Undergrad;0;0;0
30;4;113,0;2;Undergrad;0;0;0
61;36;128,0;1;Undergrad;0;0;0
64;38;168,0;4;Advanced/Professional;0;0;1
38;13;81,0;1;Advanced/Professional;206;0;0
39;14;75,0;1;Graduated;297;1;0
54;29;21,0;4;Advanced/Professional;0;0;0
59;33;83,0;3;Undergrad;0;0;0
39;15;121,0;1;Undergrad;368;0;0
63;33;40,0;4;Advanced/Professional;0;0;0
31;5;101,0;1;Advanced/Professional;170;0;0
56;26;90,0;2;Advanced/Professional;0;0;0
47;20;68,0;1;Graduated;0;1;0
28;3;74,0;2;Graduated;221;0;0
32;8;74,0;4;Graduated;257;1;0
54;30;51,0;2;Advanced/Professional;0;0;0
29;5;149,0;1;Undergrad;0;0;0
39;15;31,0;1;Advanced/Professional;88;1;0
26;0;85,0;2;Advanced/Professional;0;0;0
29;0;62,0;2;Advanced/Professional;0;1;0
46;21;44,0;1;Undergrad;110;0;0
38;13;63,0;3;Advanced/Professional;190;1;0
55;31;23,0;2;Undergrad;0;1;0
48;22;40,0;3;Graduated;87;0;0
36;10;78,0;2;Advanced/Professional;204;1;0
39;13;40,0;3;Advanced/Professional;129;0;0
40;16;78,0;4;Undergrad;0;0;0
26;0;129,0;3;Graduated;0;0;1
55;29;71,0;3;Graduated;0;1;0
61;35;23,0;3;Advanced/Professional;0;0;0
57;33;15,0;2;Undergrad;0;0;0
56;31;28,0;1;Undergrad;138;1;0
31;5;23,0;3;Undergrad;95;0;0
61;31;19,0;1;Advanced/Professional;0;0;0
58;32;42,0;3;Advanced/Professional;158;1;0
43;18;113,0;2;Undergrad;325;0;0
29;5;34,0;4;Graduated;0;1;0
50;23;19,0;1;Graduated;104;1;0
49;25;43,0;1;Graduated;0;1;0
43;18;179,0;3;Undergrad;0;0;1
58;32;44,0;3;Advanced/Professional;0;0;0
41;16;21,0;2;Graduated;0;0;0
65;40;115,0;1;Undergrad;174;1;0
52;27;81,0;4;Graduated;0;1;0
55;31;91,0;2;Undergrad;0;0;0
49;25;30,0;4;Graduated;0;1;0
52;22;55,0;3;Advanced/Professional;0;0;0
56;31;48,0;2;Advanced/Professional;0;1;0
30;4;23,0;4;Graduated;121;0;0
36;10;21,0;3;Graduated;0;0;0
41;17;55,0;2;Undergrad;0;0;0
42;15;21,0;3;Graduated;0;0;0
60;34;40,0;3;Advanced/Professional;0;0;0
44;20;30,0;4;Undergrad;0;1;0
34;9;78,0;3;Graduated;0;0;0
56;32;65,0;2;Advanced/Professional;0;0;0
31;5;50,0;4;Advanced/Professional;209;0;0
29;4;55,0;4;Graduated;0;0;0
31;5;111,0;2;Undergrad;0;0;0
36;10;21,0;3;Graduated;0;1;0
42;16;65,0;3;Advanced/Professional;256;0;0
64;39;114,0;1;Advanced/Professional;0;0;0
61;36;54,0;3;Advanced/Professional;179;0;0
35;11;75,0;2;Graduated;0;0;0
28;2;13,0;4;Undergrad;0;1;0
38;14;54,0;2;Advanced/Professional;218;0;0
44;17;22,0;3;Graduated;126;1;0
45;20;198,0;2;Undergrad;0;1;0
46;20;18,0;1;Undergrad;0;1;0
57;32;74,0;4;Undergrad;0;1;0
40;14;61,0;4;Advanced/Professional;0;0;0
38;12;64,0;2;Undergrad;0;0;0
39;14;10,0;2;Graduated;0;1;0
23;0;82,0;2;Graduated;0;1;0
47;22;61,0;3;Graduated;168;1;0
32;7;83,0;2;Undergrad;148;0;0
30;5;73,0;3;Advanced/Professional;0;0;0
54;30;22,0;2;Undergrad;89;0;0
25;0;91,0;2;Graduated;321;0;0
60;34;65,0;3;Advanced/Professional;94;1;0
61;36;13,0;3;Undergrad;0;0;0
36;11;103,0;1;Undergrad;255;0;0
52;26;95,0;1;Undergrad;0;0;0
33;7;31,0;4;Undergrad;0;1;0
57;31;131,0;3;Undergrad;0;0;1
34;8;175,0;4;Advanced/Professional;0;1;1
50;24;38,0;4;Undergrad;0;0;0
43;18;104,0;3;Undergrad;0;0;0
34;10;114,0;3;Advanced/Professional;0;0;1
26;1;38,0;4;Graduated;0;0;0
26;0;30,0;4;Advanced/Professional;0;1;0
48;22;19,0;2;Advanced/Professional;106;0;0
49;25;25,0;4;Undergrad;0;1;0
47;22;124,0;4;Advanced/Professional;0;0;1
43;19;20,0;3;Undergrad;0;0;0
40;15;83,0;1;Advanced/Professional;0;0;0
